id,squid_species,length_type,beak_div,item_length,standard_length,total_length,mantle_length,,,,,,,,
CAPEXI_017,Benthosema,R,87,2.071428571,38.84699998,48.48212856,,,,,,,,,
CAPEXI_0201,Benthosema,L,80,1.951219512,36.57084146,45.47553171,,,,,,,,,
CAPEXI_023,Benthosema,L,83,1.976190475,37.04366665,46.10009045,,,,,,,,,
CAPEXI_023,Triphotorus,L,37,0.880952381,39.21524761,49.77874762,,,,,,,,,
CAPEXI_042,Benthosema,L,71,1.731707317,32.41437805,39.98522439,,,,,,,,,
CAPEXI_042,Benthosema,L,73,1.780487805,33.33803658,41.20529269,,,,,,,,,
CAPEXI_042,Benthosema,L,75,1.829268293,34.26169512,42.42536098,,,,,,,,,
CAPEXI_042,Triphotorus,L,27,0.658536585,32.86033902,41.00626828,,,,,,,,,
CAPEXI_043,Benthosema,L,82,1.975903614,37.03823494,46.09291565,,,,,,,,,
CAPEXI_043,Benthosema,L,79,1.903614458,35.66943976,44.28486265,,,,,,,,,
CAPEXI_043,Benthosema,L,75,1.807228916,33.84437951,41.87412531,,,,,,,,,
CAPEXI_043,Benthosema,L,91,2.192771084,41.14462048,51.51707469,,,,,,,,,
CAPEXI_043,Triphotorus,R,26,0.626506024,31.94515542,39.7429253,,,,,,,,,
CAPEXI_045,Benthosema,R,75,1.807228916,33.84437951,41.87412531,,,,,,,,,
CAPEXI_045,Benthosema,R,89,2.144578313,40.23209036,50.31170602,,,,,,,,,
CAPEXI_047,Benthosema,L,98,2.333333332,43.80616665,55.0327333,,,,,,,,,
CAPEXI_047,Benthosema,L,72,1.714285714,32.08449999,39.54948571,,,,,,,,,
CAPEXI_047,Benthosema,L,75,1.785714285,33.43699999,41.33601427,,,,,,,,,
CAPEXI_047,Benthosema,L,84,1.999999999,37.49449998,46.69559997,,,,,,,,,
CAPEXI_047,Benthosema,L,91,2.166666666,40.65033332,50.86416665,,,,,,,,,
CAPEXI_047,Benthosema,L,79,1.88095238,35.24033332,43.71805236,,,,,,,,,
CAPEXI_049,Benthosema,L,86,2.047619047,38.39616665,47.88661903,,,,,,,,,
CAPEXI_059,Benthosema,R,79,1.88095238,35.24033332,43.71805236,,,,,,,,,
CAPEXI_085,Benthosema,R,72,1.714285714,32.08449999,39.54948571,,,,,,,,,
CAPEXI_087,Benthosema,L,82,1.975903614,37.03823494,46.09291565,,,,,,,,,
CAPEXI_090,Benthosema,L,79,1.88095238,35.24033332,43.71805236,,,,,,,,,
CAPEXI_097,Benthosema,R,86,2.097560976,39.34181707,49.1357366,,,,,,,,,
CAPEXI_098,Benthosema,L,35,0.853658537,15.78852439,18.02399512,,,,,,,,,
CAPEXI_098,Benthosema,L,38,0.926829268,17.17401219,19.85409756,,,,,,,,,
CAPEXI_101,Benthosema,L,94,2.292682927,43.03645122,54.01600976,,,,,,,,,
CAPEXI_101,Benthosema,L,90,2.195121951,41.18913415,51.57587317,,,,,,,,,
CAPEXI_102,Benthosema,L,79,1.926829268,36.1090122,44.86549756,,,,,,,,,
CAPEXI_106,Benthosema,L,79,1.926829268,36.1090122,44.86549755,,,,,,,,,
CAPEXI_106,Benthosema,L,80,1.951219512,36.57084146,45.47553171,,,,,,,,,
CAPEXI_106,Benthosema,L,59,1.43902439,26.87242683,32.66481463,,,,,,,,,
CAPEXI_106,Benthosema,L,53,1.292682927,24.10145122,29.00460976,,,,,,,,,
CAPEXI_106,Benthosema,L,37,0.902439024,16.71218293,19.24406341,,,,,,,,,
CAPEXI_107,Benthosema,L,75,1.785714285,33.43699999,41.33601427,,,,,,,,,
CAPEXI_109,Benthosema,L,46,1.12195122,20.86864634,24.73437073,,,,,,,,,
CAPEXI_109,Benthosema,L,35,0.853658537,15.78852439,18.02399512,,,,,,,,,
CAPEXI_109,Benthosema,L,23,0.56097561,10.24657317,10.70358537,,,,,,,,,
CAPEXI_110,Benthosema,L,49,1.166666666,21.71533332,25.85276665,,,,,,,,,
CAPEXI_112,Benthosema,L,29,0.707317073,13.01754878,14.36379024,,,,,,,,,
CAPEXI_112,Benthosema,R,86,2.097560976,39.34181707,49.1357366,,,,,,,,,
CAPEXI_112,Triphotorus,R,28,0.666666666,33.09263333,41.32693331,,,,,,,,,
CAPEXI_115,Benthosema,R,86,2.097560976,39.34181707,49.13573659,,,,,,,,,
CAPEXI_115,Triphotorus,R,18,0.43902439,26.58839268,32.34831219,,,,,,,,,
CAPEXI_117,Benthosema,L,89,2.119047618,39.74866665,49.67314759,,,,,,,,,
CAPEXI_119,Benthosema,R,29,0.698795181,12.85618675,14.15064579,,,,,,,,,
CAPEXI_120,Benthosema,R,77,1.855421687,34.75690964,43.07949398,,,,,,,,,
CAPEXI_120,Triphotorus,R,31,0.746987952,35.38758915,44.49494941,,,,,,,,,
CAPEXI_137,Triphotorus,R,46,1.121951219,46.10111463,59.28417559,,,,,,,,,
CAPEXI_137,Triphotorus,R,30,0.731707317,34.9509878,43.89225366,,,,,,,,,
CAPEXI_137,Triphotorus,R,28,0.682926829,33.55722195,41.9682634,,,,,,,,,
CAPEXI_137,Triphotorus,R,26,0.634146341,32.1634561,40.04427315,,,,,,,,,
CAPEXI_140,Benthosema,L,80,1.927710843,36.12570482,44.88754698,,,,,,,,,
CAPEXI_140,Benthosema,L,100,2.409638554,45.25100602,56.94123373,,,,,,,,,
CAPEXI_140,Benthosema,L,84,2.024096385,37.95076506,47.29828432,,,,,,,,,
CAPEXI_140,Benthosema,L,94,2.265060241,42.51341566,53.32512771,,,,,,,,,
CAPEXI_140,Benthosema,L,81,1.951807229,36.58196988,45.49023133,,,,,,,,,
CAPEXI_140,Benthosema,L,93,2.240963855,42.0571506,52.72244336,,,,,,,,,
CAPEXI_142,Triphotorus,R,13,0.317073171,23.10397805,27.5383366,,,,,,,,,
CAPEXI_142,Triphotorus,R,19,0.463414634,27.28527561,33.31030731,,,,,,,,,
CAPEXI_142,Triphotorus,R,14,0.341463415,23.80086097,28.50033172,,,,,,,,,
CAPEXI_146,Benthosema,L,46,1.4375,26.8436,32.6266875,,,,,,,,,
CAPEXI_146,Benthosema,L,40,1.25,23.2933,27.93705,,,,,,,,,
CAPEXI_146,Triphotorus,L,29,0.90625,39.9381,50.77653125,,,,,,,,,
CAPEXI_146,Triphotorus,L,20,0.625,31.9021,39.683525,,,,,,,,,
CAPEXI_146,Triphotorus,L,21,0.65625,32.795,40.91608125,,,,,,,,,
CAPEXI_146,Triphotorus,L,14,0.4375,26.5448,32.2881875,,,,,,,,,
CAPEXI_147,Benthosema,R,55,1.71875,32.169,39.66114375,,,,,,,,,
CAPEXI_147,Benthosema,R,51,1.59375,29.8022,36.53471875,,,,,,,,,
CAPEXI_150,Benthosema,L,32,1,18.5595,21.6842,,,,,,,,,
CAPEXI_150,Triphotorus,L,16,0.5,28.3306,34.7533,,,,,,,,,
CAPEXI_150,Triphotorus,L,23,0.71875,34.5808,43.38119375,,,,,,,,,
CAPEXI_151,Benthosema,L,69,2.15625,40.4531,50.60363125,,,,,,,,,
CAPEXI_151,Benthosema,L,66,2.0625,38.6779,48.2588125,,,,,,,,,
CAPEXI_151,Benthosema,L,74,2.3125,43.4117,54.5116625,,,,,,,,,
CAPEXI_151,Benthosema,L,73,2.28125,42.82,53.73005625,,,,,,,,,
CAPEXI_151,Triphotorus,L,21,0.65625,32.795,40.91608125,,,,,,,,,
CAPEXI_154,Triphotorus,L,24,0.75,35.4737,44.61375,,,,,,,,,
CAPEXI_156,Triphotorus,L,27,0.84375,38.1523,48.31141875,,,,,,,,,
CAPEXI_158,Benthosema,L,42,1.3125,24.4767,29.5002625,,,,,,,,,
CAPEXI_160,Benthosema,R,55,1.71875,32.169,39.66114375,,,,,,,,,
CAPEXI_160,Benthosema,R,58,1.8125,33.9442,42.0059625,,,,,,,,,
CAPEXI_160,Triphotorus,R,11,0.34375,23.8662,28.59051875,,,,,,,,,
CAPEXI_160,Triphotorus,R,12,0.375,24.7591,29.823075,,,,,,,,,
CAPEXI_160,Triphotorus,R,12,0.375,24.7591,29.823075,,,,,,,,,
CAPEXI_160,Triphotorus,R,15,0.46875,27.4377,33.52074375,,,,,,,,,
CAPEXI_160,Triphotorus,R,21,0.65625,32.795,40.91608125,,,,,,,,,
CAPEXI_160,Triphotorus,R,16,0.5,28.3306,34.7533,,,,,,,,,
CAPEXI_161,Triphotorus,R,19,0.59375,31.0092,38.45096875,,,,,,,,,
CAPEXI_164,Benthosema,L,58,1.8125,33.9442,42.0059625,,,,,,,,,
CAPEXI_164,Triphotorus,L,35,1.09375,45.2953,58.17186875,,,,,,,,,
CAPEXI_167,Benthosema,L,48,1.5,28.027,34.1899,,,,,,,,,
CAPEXI_171,Triphotorus,R,15,0.46875,27.4377,33.52074375,,,,,,,,,
CAPEXI_174,Benthosema,R,69,2.15625,40.4531,50.60363125,,,,,,,,,
CAPEXI_174,Triphotorus,L,29,0.90625,39.9381,50.77653125,,,,,,,,,
CAPEXI_179,Triphotorus,R,25,0.78125,36.3665,45.84630625,,,,,,,,,
CAPEXI_183,Benthosema,L,65,2.03125,38.0862,47.47720625,,,,,,,,,
CAPEXI_184,Triphotorus,R,19,0.59375,31.0092,38.45096875,,,,,,,,,
CAPEXI_184,Triphotorus,R,14,0.4375,26.5448,32.2881875,,,,,,,,,
CAPEXI_185,Triphotorus,L,25,0.78125,36.3665,45.84630625,,,,,,,,,
CAPEXI_188,Benthosema,L,40,0.952380952,17.65783333,20.49318094,,,,,,,,,
CAPEXI_188,Benthosema,L,40,0.975609756,18.09767073,21.07416585,,,,,,,,,
CAPEXI_189,Triphotorus,L,30,0.731707317,34.9509878,43.89225366,,,,,,,,,
CAPEXI_192,Triphotorus,L,29,0.707317073,34.25410488,42.93025854,,,,,,,,,
CAPEXI_197,Benthosema,R,76,1.853658536,34.72352439,43.03539511,,,,,,,,,
CAPEXI_197,Benthosema,R,71,1.731707317,32.41437805,39.98522439,,,,,,,,,
CAPEXI_201,Benthosema,L,80,1.951219512,36.57084146,45.4755317,,,,,,,,,
CAPEXI_202,Benthosema,L,72,1.714285714,32.08449999,39.54948571,,,,,,,,,
CAPEXI_207,Benthosema,L,73,1.780487805,33.33803658,41.20529269,,,,,,,,,
CAPEXII_055,Triphotorus,L,28,0.52830176,29.13924355,35.86957236,,,,,,,,,
CAPEXII_036,Benthosema,R,111,2.09433912,39.28081124,49.05515347,,,,,,,,,
CAPEXII_036,Benthosema,R,87,1.64150904,30.70647367,37.7292392,,,,,,,,,
CAPEXII_036,Benthosema,R,99,1.86792408,34.99364245,43.39219633,,,,,,,,,
CAPEXII_038,Benthosema,L,117,2.20754664,41.42439563,51.88663203,,,,,,,,,
CAPEXII_038,Benthosema,L,132,2.49056544,46.78335661,58.96532845,,,,,,,,,
CAPEXII_040,Benthosema,R,112,2.11320704,39.6380753,49.52706656,,,,,,,,,
CAPEXII_040,Triphotorus,L,42,0.79245264,36.68661532,46.28815854,,,,,,,,,
CAPEXII_043,Benthosema,L,100,1.886792,35.35090652,43.86410943,,,,,,,,,
CAPEXII_045,Benthosema,L,109,2.05660328,38.56628311,48.11132728,,,,,,,,,
CAPEXII_045,Benthosema,L,104,1.96226368,36.77996278,45.75176181,,,,,,,,,
CAPEXII_045,Benthosema,L,100,1.886792,35.35090652,43.86410943,,,,,,,,,
CAPEXII_045,Benthosema,L,101,1.90565992,35.70817059,44.33602252,,,,,,,,,
CAPEXII_046,Benthosema,R,100,1.886792,35.35090652,43.86410943,,,,,,,,,
CAPEXII_046,Benthosema,R,104,1.96226368,36.77996278,45.75176181,,,,,,,,,
CAPEXII_052,Benthosema,L,31,0.58490552,10.69968602,11.30210592,,,,,,,,,
CAPEXII_052,Benthosema,L,24,0.45283008,8.198837565,7.998714263,,,,,,,,,
CAPEXII_052,Benthosema,L,40,0.7547168,13.91506261,15.54932377,,,,,,,,,
CAPEXII_052,Benthosema,L,38,0.71698096,13.20053448,14.60549758,,,,,,,,,
CAPEXII_052,Benthosema,L,39,0.73584888,13.55779854,15.07741068,,,,,,,,,
CAPEXII_052,Benthosema,L,43,0.81132056,14.9868548,16.96506305,,,,,,,,,
CAPEXII_052,Benthosema,L,103,1.94339576,36.42269872,45.27984871,,,,,,,,,
CAPEXII_056,Benthosema,R,113,2.13207496,39.99533937,49.99897965,,,,,,,,,
CAPEXII_056,Benthosema,R,36,0.67924512,12.48600635,13.66167139,,,,,,,,,
CAPEXII_057,Triphotorus,R,34,0.64150928,32.37383145,40.33468072,,,,,,,,,
CAPEXII_057,Triphotorus,R,41,0.77358472,36.14751734,45.54397381,,,,,,,,,
CAPEXII_059,Triphotorus,L,61,1.15094312,46.92947701,60.42766835,,,,,,,,,
CAPEXII_072,Benthosema,R,49,0.92452808,17.13043919,19.79654162,,,,,,,,,
CAPEXII_083,Benthosema,R,99,1.86792408,34.99364245,43.39219633,,,,,,,,,
CAPEXII_083,Benthosema,R,112,2.11320704,39.6380753,49.52706656,,,,,,,,,
CAPEXII_083,Benthosema,R,107,2.01886744,37.85175498,47.16750109,,,,,,,,,
CAPEXII_083,Benthosema,R,63,1.18867896,22.13213611,26.40332494,,,,,,,,,
CAPEXII_085,Benthosema,R,121,2.28301832,42.85345189,53.77428441,,,,,,,,,
CAPEXII_085,Benthosema,R,102,1.92452784,36.06543465,44.80793562,,,,,,,,,
CAPEXII_085,Benthosema,R,85,1.6037732,29.99194554,36.78541301,,,,,,,,,
CAPEXII_090,Triphotorus,R,43,0.81132056,37.2257133,47.03234326,,,,,,,,,
CAPEXI_193,Triphotorus,L,38,0.598425197,31.14282441,38.63536694,,,,,,,,,
CAPEXI_139,Benthosema,R,146,2.299212599,43.16009056,54.179326,,,,,,,,,
CAPEXI_139,Benthosema,R,126,1.984251969,37.19631103,46.3017197,,,,,,,,,
CAPEXI_139,Benthosema,R,131,2.062992127,38.68725592,48.27112127,,,,,,,,,
CAPEXI_139,Benthosema,R,140,2.20472441,41.3709567,51.81604411,,,,,,,,,
CAPEXI_139,Benthosema,R,132,2.078740158,38.98544489,48.66500159,,,,,,,,,
CAPEXI_139,Benthosema,R,139,2.188976379,41.07276773,51.42216379,,,,,,,,,
CAPEXI_139,Triphotorus,R,47,0.740157481,35.19242756,44.22554331,,,,,,,,,
CAPEXI_139,Triphotorus,R,32,0.503937008,28.44308898,34.90858268,,,,,,,,,
CAPEXI_134,Benthosema,R,116,1.826771654,34.21442127,42.36291655,,,,,,,,,
CAPEXI_046,Benthosema,L,110,1.732283465,32.42528741,39.99963466,,,,,,,,,
CAPEXI_046,Benthosema,L,104,1.637795276,30.63615355,37.63635277,,,,,,,,,
CAPEXI_046,Benthosema,L,123,1.937007875,36.3017441,45.12007875,,,,,,,,,
CAPEXI_046,Benthosema,L,113,1.77952756,33.31985434,41.1812756,,,,,,,,,
CAPEXI_051,Benthosema,R,119,1.874015749,35.1089882,43.54455749,,,,,,,,,
CAPEXI_040,Benthosema,R,140,2.20472441,41.3709567,51.81604411,,,,,,,,,
CAPEXI_040,Benthosema,R,112,1.763779528,33.02166536,40.78739529,,,,,,,,,
CAPEXI_034,Benthosema,R,132,2.078740158,38.98544489,48.66500159,,,,,,,,,
061615_024,Benthosema,L,132,2.078740158,38.98544489,48.66500159,,,,,,,,,
061615_024,Benthosema,L,142,2.236220473,41.96733466,52.60380474,,,,,,,,,
061615_024,Benthosema,L,116,1.826771654,34.21442127,42.36291655,,,,,,,,,
061615_024,Benthosema,L,122,1.921259843,36.00355513,44.72619844,,,,,,,,,
061615_024,Benthosema,L,115,1.811023623,33.91623229,41.96903623,,,,,,,,,
061615_024,Benthosema,L,119,1.874015749,35.1089882,43.54455749,,,,,,,,,
061615_024,Triphotorus,R,72,1.133858268,46.4413252,59.75381103,,,,,,,,,
061615_027,Benthosema,L,119,1.874015749,35.1089882,43.54455749,,,,,,,,,
CAPEXII_068,Benthosema,L,77,1.212598426,22.58505119,27.00158426,,,,,,,,,
