ref,monthly,year,month,date,locality,ml,wgt,sex,mat,prey,rostral,length,SL,TL,DML
702,20,1997,2,2/16/97,Guaymas,50.8,3.4,M,3,Triphoturus,,1,42.5665,54.4742,
702,20,1997,2,2/16/97,Guaymas,50.8,3.4,M,3,Triphoturus,,1,42.5665,54.4742,
705,23,1997,2,2/17/97,Guaymas,70.6,11.125,F,3,Triphoturus,,0.9,39.7143,50.53002,
705,23,1997,2,2/17/97,Guaymas,70.6,11.125,F,3,Triphoturus,,0.9,39.7143,50.53002,
705,23,1997,2,2/17/97,Guaymas,70.6,11.125,F,3,Triphoturus,,1.3,51.1231,66.30674,
705,23,1997,2,2/17/97,Guaymas,70.6,11.125,F,3,Triphoturus,,1.2,48.2709,62.36256,
705,23,1997,2,2/17/97,Guaymas,70.6,11.125,F,3,Triphoturus,,1.2,48.2709,62.36256,
705,23,1997,2,2/17/97,Guaymas,70.6,11.125,F,3,Triphoturus,,1,42.5665,54.4742,
705,23,1997,2,2/17/97,Guaymas,70.6,11.125,F,3,Triphoturus,,1,42.5665,54.4742,
705,23,1997,2,2/17/97,Guaymas,70.6,11.125,F,3,Triphoturus,,0.9,39.7143,50.53002,
705,23,1997,2,2/17/97,Guaymas,70.6,11.125,F,3,Triphoturus,,1.2,48.2709,62.36256,
705,23,1997,2,2/17/97,Guaymas,70.6,11.125,F,3,Triphoturus,,1,42.5665,54.4742,
705,23,1997,2,2/17/97,Guaymas,70.6,11.125,F,3,Triphoturus,,0.6,31.1577,38.69748,
705,23,1997,2,2/17/97,Guaymas,70.6,11.125,F,3,Triphoturus,,1.2,48.2709,62.36256,
705,23,1997,2,2/17/97,Guaymas,70.6,11.125,F,3,Triphoturus,,1.1,45.4187,58.41838,
707,25,1997,2,2/17/97,Guaymas,58,5.575,F,3,Triphoturus,,0.8,36.8621,46.58584,
707,25,1997,2,2/17/97,Guaymas,58,5.575,F,3,Triphoturus,,0.9,39.7143,50.53002,
707,25,1997,2,2/17/97,Guaymas,58,5.575,F,3,Triphoturus,,0.8,36.8621,46.58584,
707,25,1997,2,2/17/97,Guaymas,58,5.575,F,3,Triphoturus,,1,42.5665,54.4742,
707,25,1997,2,2/17/97,Guaymas,58,5.575,F,3,Triphoturus,,1,42.5665,54.4742,
707,25,1997,2,2/17/97,Guaymas,58,5.575,F,3,Triphoturus,,1.1,45.4187,58.41838,
707,25,1997,2,2/17/97,Guaymas,58,5.575,F,3,Triphoturus,,1.1,45.4187,58.41838,
707,25,1997,2,2/17/97,Guaymas,58,5.575,F,3,Triphoturus,,0.9,39.7143,50.53002,
707,25,1997,2,2/17/97,Guaymas,58,5.575,F,3,Triphoturus,,0.7,34.0099,42.64166,
707,25,1997,2,2/17/97,Guaymas,58,5.575,F,3,Triphoturus,,1,42.5665,54.4742,
707,25,1997,2,2/17/97,Guaymas,58,5.575,F,3,Triphoturus,,1.1,45.4187,58.41838,
707,25,1997,2,2/17/97,Guaymas,58,5.575,F,3,Triphoturus,,0.7,34.0099,42.64166,
707,25,1997,2,2/17/97,Guaymas,58,5.575,F,3,Triphoturus,,0.9,39.7143,50.53002,
707,25,1997,2,2/17/97,Guaymas,58,5.575,F,3,Triphoturus,,0.8,36.8621,46.58584,
707,25,1997,2,2/17/97,Guaymas,58,5.575,F,3,Triphoturus,,0.7,34.0099,42.64166,
708,26,1997,2,2/17/97,Guaymas,71.2,11.8,F,3,Triphoturus,,1.1,45.4187,58.41838,
708,26,1997,2,2/17/97,Guaymas,71.2,11.8,F,3,Triphoturus,,1.1,45.4187,58.41838,
708,26,1997,2,2/17/97,Guaymas,71.2,11.8,F,3,Triphoturus,,1,42.5665,54.4742,
708,26,1997,2,2/17/97,Guaymas,71.2,11.8,F,3,Triphoturus,,0.9,39.7143,50.53002,
708,26,1997,2,2/17/97,Guaymas,71.2,11.8,F,3,Triphoturus,,1.2,48.2709,62.36256,
708,26,1997,2,2/17/97,Guaymas,71.2,11.8,F,3,Triphoturus,,1.2,48.2709,62.36256,
708,26,1997,2,2/17/97,Guaymas,71.2,11.8,F,3,Triphoturus,,1,42.5665,54.4742,
710,28,1997,2,2/17/97,Guaymas,52.2,3.775,M,4,Triphoturus,,1,42.5665,54.4742,
710,28,1997,2,2/17/97,Guaymas,52.2,3.775,M,4,Triphoturus,,1.1,45.4187,58.41838,
710,28,1997,2,2/17/97,Guaymas,52.2,3.775,M,4,Triphoturus,,1.2,48.2709,62.36256,
710,28,1997,2,2/17/97,Guaymas,52.2,3.775,M,4,Triphoturus,,1.3,51.1231,66.30674,
710,28,1997,2,2/17/97,Guaymas,52.2,3.775,M,4,Triphoturus,,1.2,48.2709,62.36256,
710,28,1997,2,2/17/97,Guaymas,52.2,3.775,M,4,Triphoturus,,0.9,39.7143,50.53002,
710,28,1997,2,2/17/97,Guaymas,52.2,3.775,M,4,Triphoturus,,1.2,48.2709,62.36256,
710,28,1997,2,2/17/97,Guaymas,52.2,3.775,M,4,Triphoturus,,1.1,45.4187,58.41838,
710,28,1997,2,2/17/97,Guaymas,52.2,3.775,M,4,Triphoturus,,1.1,45.4187,58.41838,
710,28,1997,2,2/17/97,Guaymas,52.2,3.775,M,4,Triphoturus,,1.1,45.4187,58.41838,
710,28,1997,2,2/17/97,Guaymas,52.2,3.775,M,4,Triphoturus,,1.2,48.2709,62.36256,
710,28,1997,2,2/17/97,Guaymas,52.2,3.775,M,4,Triphoturus,,1.2,48.2709,62.36256,
710,28,1997,2,2/17/97,Guaymas,52.2,3.775,M,4,Triphoturus,,0.9,39.7143,50.53002,
710,28,1997,2,2/17/97,Guaymas,52.2,3.775,M,4,Triphoturus,,1,42.5665,54.4742,
710,28,1997,2,2/17/97,Guaymas,52.2,3.775,M,4,Triphoturus,,1,42.5665,54.4742,
714,2,1997,3,3/11/97,Guaymas,56.6,5.375,M,4,Triphoturus,,0.9,39.7143,50.53002,
718,1,1996,9,9/6/96,Santa Rosalia,69.7,11.375,F,4,Benthosema,,1.1,20.453,24.18534,
718,1,1996,9,9/6/96,Santa Rosalia,69.7,11.375,F,4,Benthosema,,1.2,22.3465,26.68648,
718,6,1997,3,3/15/97,Guaymas,50.6,3.35,F,2,Pterygioteuthis,,0.6,,,26.096
719,7,1997,3,3/15/97,Guaymas,54.2,3.7,M,4,Pterygioteuthis,,0.5,,,22.78
719,7,1997,3,3/15/97,Guaymas,54.2,3.7,M,4,Pterygioteuthis,,0.5,,,22.78
719,7,1997,3,3/15/97,Guaymas,54.2,3.7,M,4,Pterygioteuthis,,0.5,,,22.78
719,7,1997,3,3/15/97,Guaymas,54.2,3.7,M,4,Pterygioteuthis,,0.4,,,19.464
719,7,1997,3,3/15/97,Guaymas,54.2,3.7,M,4,Triphoturus,,1,42.5665,54.4742,
719,7,1997,3,3/15/97,Guaymas,54.2,3.7,M,4,Triphoturus,,1,42.5665,54.4742,
719,7,1997,3,3/15/97,Guaymas,54.2,3.7,M,4,Triphoturus,,0.9,39.7143,50.53002,
719,7,1997,3,3/15/97,Guaymas,54.2,3.7,M,4,Triphoturus,,0.8,36.8621,46.58584,
719,7,1997,3,3/15/97,Guaymas,54.2,3.7,M,4,Triphoturus,,1.1,45.4187,58.41838,
721,4,1996,9,9/6/96,Santa Rosalia,67.4,11.5,F,3,Benthosema,,2.2,41.2815,51.69788,
722,5,1996,9,9/6/96,Santa Rosalia,69.1,9.025,M,5,Benthosema,,1.5,28.027,34.1899,
722,5,1996,9,9/6/96,Santa Rosalia,69.1,9.025,M,5,Benthosema,,1.9,35.601,44.19446,
722,5,1996,9,9/6/96,Santa Rosalia,69.1,9.025,M,5,Benthosema,,2.1,39.388,49.19674,
722,10,1997,3,3/15/97,Guaymas,61,7.65,F,2,Pterygioteuthis,,0.3,,,16.148
723,11,1997,3,3/15/97,Guaymas,30.5,0.725,F,2,Triphoturus,,0.9,39.7143,50.53002,
723,11,1997,3,3/15/97,Guaymas,30.5,0.725,F,2,Triphoturus,,1,42.5665,54.4742,
724,7,1996,9,9/6/96,Santa Rosalia,69.8,13.55,F,3,Benthosema,,2.4,45.0685,56.70016,
724,12,1997,3,3/15/97,Guaymas,39.8,1.95,F,2,Triphoturus,,1.1,45.4187,58.41838,
725,8,1996,9,9/6/96,Santa Rosalia,59,5.975,F,2,Benthosema,,2.4,45.0685,56.70016,
725,8,1996,9,9/6/96,Santa Rosalia,59,5.975,F,2,Benthosema,,1.9,35.601,44.19446,
725,8,1996,9,9/6/96,Santa Rosalia,59,5.975,F,2,Benthosema,,2.1,39.388,49.19674,
725,8,1996,9,9/6/96,Santa Rosalia,59,5.975,F,2,Benthosema,,2.1,39.388,49.19674,
725,8,1996,9,9/6/96,Santa Rosalia,59,5.975,F,2,Benthosema,,2.1,39.388,49.19674,
725,8,1996,9,9/6/96,Santa Rosalia,59,5.975,F,2,Benthosema,,2.1,39.388,49.19674,
725,8,1996,9,9/6/96,Santa Rosalia,59,5.975,F,2,Benthosema,,2.1,39.388,49.19674,
725,8,1996,9,9/6/96,Santa Rosalia,59,5.975,F,2,Benthosema,,2.1,39.388,49.19674,
726,9,1996,9,9/6/96,Santa Rosalia,49.5,3.85,F,2,Benthosema,,2.1,39.388,49.19674,
726,9,1996,9,9/6/96,Santa Rosalia,49.5,3.85,F,2,Benthosema,,2.1,39.388,49.19674,
726,9,1996,9,9/6/96,Santa Rosalia,49.5,3.85,F,2,Benthosema,,2.1,39.388,49.19674,
726,9,1996,9,9/6/96,Santa Rosalia,49.5,3.85,F,2,Benthosema,,2.3,43.175,54.19902,
726,9,1996,9,9/6/96,Santa Rosalia,49.5,3.85,F,2,Benthosema,,1.9,35.601,44.19446,
726,9,1996,9,9/6/96,Santa Rosalia,49.5,3.85,F,2,Benthosema,,2.1,39.388,49.19674,
726,9,1996,9,9/6/96,Santa Rosalia,49.5,3.85,F,2,Benthosema,,2.2,41.2815,51.69788,
727,10,1996,9,9/6/96,Santa Rosalia,67.2,9.3,M,5,Benthosema,,1.8,33.7075,41.69332,
727,10,1996,9,9/6/96,Santa Rosalia,67.2,9.3,M,5,Benthosema,,1.8,33.7075,41.69332,
727,10,1996,9,9/6/96,Santa Rosalia,67.2,9.3,M,5,Benthosema,,1.9,35.601,44.19446,
727,10,1996,9,9/6/96,Santa Rosalia,67.2,9.3,M,5,Benthosema,,1.9,35.601,44.19446,
727,10,1996,9,9/6/96,Santa Rosalia,67.2,9.3,M,5,Benthosema,,1.4,26.1335,31.68876,
727,10,1996,9,9/6/96,Santa Rosalia,67.2,9.3,M,5,Benthosema,,1.1,20.453,24.18534,
727,10,1996,9,9/6/96,Santa Rosalia,67.2,9.3,M,5,Benthosema,,1.1,20.453,24.18534,
729,12,1996,9,9/6/96,Santa Rosalia,68,10.1,F,3,Benthosema,,2,37.4945,46.6956,
729,12,1996,9,9/6/96,Santa Rosalia,68,10.1,F,3,Benthosema,,2.1,39.388,49.19674,
729,12,1996,9,9/6/96,Santa Rosalia,68,10.1,F,3,Benthosema,,2.2,41.2815,51.69788,
729,12,1996,9,9/6/96,Santa Rosalia,68,10.1,F,3,Benthosema,,2.2,41.2815,51.69788,
729,12,1996,9,9/6/96,Santa Rosalia,68,10.1,F,3,Benthosema,,2,37.4945,46.6956,
729,12,1996,9,9/6/96,Santa Rosalia,68,10.1,F,3,Benthosema,,2.2,41.2815,51.69788,
729,12,1996,9,9/6/96,Santa Rosalia,68,10.1,F,3,Benthosema,,2.3,43.175,54.19902,
729,12,1996,9,9/6/96,Santa Rosalia,68,10.1,F,3,Benthosema,,2.4,45.0685,56.70016,
732,15,1996,9,9/6/96,Santa Rosalia,59.5,5.675,M,5,Benthosema,,1.1,20.453,24.18534,
732,15,1996,9,9/6/96,Santa Rosalia,59.5,5.675,M,5,Benthosema,,1.2,22.3465,26.68648,
732,15,1996,9,9/6/96,Santa Rosalia,59.5,5.675,M,5,Benthosema,,1.5,28.027,34.1899,
732,15,1996,9,9/6/96,Santa Rosalia,59.5,5.675,M,5,Benthosema,,1.2,22.3465,26.68648,
732,15,1996,9,9/6/96,Santa Rosalia,59.5,5.675,M,5,Benthosema,,2.3,43.175,54.19902,
734,17,1996,9,9/6/96,Santa Rosalia,72.5,13.625,F,4,Benthosema,,2.1,39.388,49.19674,
737,20,1996,9,9/6/96,Santa Rosalia,73.6,12.95,F,5,Benthosema,,2.2,41.2815,51.69788,
737,20,1996,9,9/6/96,Santa Rosalia,73.6,12.95,F,5,Benthosema,,2.2,41.2815,51.69788,
737,20,1996,9,9/6/96,Santa Rosalia,73.6,12.95,F,5,Benthosema,,2.1,39.388,49.19674,
737,20,1996,9,9/6/96,Santa Rosalia,73.6,12.95,F,5,Benthosema,,2.2,41.2815,51.69788,
737,20,1996,9,9/6/96,Santa Rosalia,73.6,12.95,F,5,Benthosema,,2.1,39.388,49.19674,
737,20,1996,9,9/6/96,Santa Rosalia,73.6,12.95,F,5,Benthosema,,1.9,35.601,44.19446,
737,20,1996,9,9/6/96,Santa Rosalia,73.6,12.95,F,5,Benthosema,,2.2,41.2815,51.69788,
737,20,1996,9,9/6/96,Santa Rosalia,73.6,12.95,F,5,Benthosema,,2,37.4945,46.6956,
737,20,1996,9,9/6/96,Santa Rosalia,73.6,12.95,F,5,Benthosema,,2,37.4945,46.6956,
738,21,1996,9,9/6/96,Santa Rosalia,49.5,3.225,M,5,Benthosema,,2.1,39.388,49.19674,
738,21,1996,9,9/6/96,Santa Rosalia,49.5,3.225,M,5,Benthosema,,1.8,33.7075,41.69332,
738,21,1996,9,9/6/96,Santa Rosalia,49.5,3.225,M,5,Benthosema,,1.4,26.1335,31.68876,
738,21,1996,9,9/6/96,Santa Rosalia,49.5,3.225,M,5,Benthosema,,1.2,22.3465,26.68648,
738,21,1996,9,9/6/96,Santa Rosalia,49.5,3.225,M,5,Benthosema,,1.2,22.3465,26.68648,
739,22,1996,9,9/6/96,Santa Rosalia,50.2,3.675,M,3,Benthosema,,1.5,28.027,34.1899,
756,1,1997,4,4/15/97,Guaymas,66.9,9.225,M,5,Pterygioteuthis,,0.5,,,22.78
756,1,1997,4,4/15/97,Guaymas,66.9,9.225,M,5,Pterygioteuthis,,0.4,,,19.464
756,1,1997,4,4/15/97,Guaymas,66.9,9.225,M,5,Pterygioteuthis,,0.4,,,19.464
756,1,1997,4,4/15/97,Guaymas,66.9,9.225,M,5,Pterygioteuthis,,0.4,,,19.464
756,1,1997,4,4/15/97,Guaymas,66.9,9.225,M,5,Pterygioteuthis,,0.3,,,16.148
757,2,1997,4,4/15/97,Guaymas,74.6,15.075,F,5,Pterygioteuthis,,0.4,,,19.464
758,3,1997,4,4/15/97,Guaymas,81,17.075,F,5,Triphoturus,,0.9,39.7143,50.53002,
758,3,1997,4,4/15/97,Guaymas,81,17.075,F,5,Triphoturus,,1,42.5665,54.4742,
759,4,1997,4,4/15/97,Guaymas,65.9,7.75,M,5,Pterygioteuthis,,0.3,,,16.148
759,4,1997,4,4/15/97,Guaymas,65.9,7.75,M,5,Pterygioteuthis,,0.8,,,32.728
759,4,1997,4,4/15/97,Guaymas,65.9,7.75,M,5,Triphoturus,,0.9,39.7143,50.53002,
760,5,1997,4,4/15/97,Guaymas,62.5,7.775,F,3,Pterygioteuthis,,0.4,,,19.464
760,5,1997,4,4/15/97,Guaymas,62.5,7.775,F,3,Pterygioteuthis,,0.4,,,19.464
760,5,1997,4,4/15/97,Guaymas,62.5,7.775,F,3,Pterygioteuthis,,0.4,,,19.464
760,5,1997,4,4/15/97,Guaymas,62.5,7.775,F,3,Pterygioteuthis,,0.4,,,19.464
760,5,1997,4,4/15/97,Guaymas,62.5,7.775,F,3,Pterygioteuthis,,0.4,,,19.464
760,5,1997,4,4/15/97,Guaymas,62.5,7.775,F,3,Pterygioteuthis,,0.4,,,19.464
760,5,1997,4,4/15/97,Guaymas,62.5,7.775,F,3,Pterygioteuthis,,0.4,,,19.464
760,5,1997,4,4/15/97,Guaymas,62.5,7.775,F,3,Pterygioteuthis,,0.4,,,19.464
760,5,1997,4,4/15/97,Guaymas,62.5,7.775,F,3,Pterygioteuthis,,0.3,,,16.148
760,5,1997,4,4/15/97,Guaymas,62.5,7.775,F,3,Pterygioteuthis,,0.3,,,16.148
760,5,1997,4,4/15/97,Guaymas,62.5,7.775,F,3,Pterygioteuthis,,0.3,,,16.148
760,5,1997,4,4/15/97,Guaymas,62.5,7.775,F,3,Pterygioteuthis,,0.3,,,16.148
760,5,1997,4,4/15/97,Guaymas,62.5,7.775,F,3,Triphoturus,,0.9,39.7143,50.53002,
761,6,1997,4,4/15/97,Guaymas,72.6,13.325,F,3,Pterygioteuthis,,0.1,,,9.516
761,6,1997,4,4/15/97,Guaymas,72.6,13.325,F,3,Triphoturus,,1,42.5665,54.4742,
761,6,1997,4,4/15/97,Guaymas,72.6,13.325,F,3,Triphoturus,,0.7,34.0099,42.64166,
762,,1996,9,9/6/96,Santa Rosalia,62.1,,F,2,Benthosema,,2,37.4945,46.6956,
762,,1996,9,9/6/96,Santa Rosalia,62.1,,F,2,Benthosema,,2.2,41.2815,51.69788,
762,,1996,9,9/6/96,Santa Rosalia,62.1,,F,2,Benthosema,,1.8,33.7075,41.69332,
762,,1996,9,9/6/96,Santa Rosalia,62.1,,F,2,Benthosema,,2.2,41.2815,51.69788,
762,,1996,9,9/6/96,Santa Rosalia,62.1,,F,2,Benthosema,,1.9,35.601,44.19446,
762,,1996,9,9/6/96,Santa Rosalia,62.1,,F,2,Benthosema,,1.2,22.3465,26.68648,
762,,1996,9,9/6/96,Santa Rosalia,62.1,,F,2,Benthosema,,1.3,24.24,29.18762,
762,,1996,9,9/6/96,Santa Rosalia,62.1,,F,2,Benthosema,,1.3,24.24,29.18762,
762,,1996,9,9/6/96,Santa Rosalia,62.1,,F,2,Benthosema,,1,18.5595,21.6842,
763,8,1997,4,4/15/97,Guaymas,75.4,14.025,F,3,Triphoturus,,1,42.5665,54.4742,
766,11,1997,4,4/15/97,Guaymas,60,5.975,F,2,Pterygioteuthis,,0.3,,,16.148
766,11,1997,4,4/15/97,Guaymas,60,5.975,F,2,Pterygioteuthis,,0.4,,,19.464
767,12,1997,4,4/15/97,Guaymas,59.4,5.725,M,4,Pterygioteuthis,,0.2,,,12.832
767,12,1997,4,4/15/97,Guaymas,59.4,5.725,M,4,Pterygioteuthis,,0.2,,,12.832
768,13,1997,4,4/15/97,Guaymas,71.2,12.425,F,3,Triphoturus,,0.9,39.7143,50.53002,
771,24,1996,9,9/8/96,Santa Rosalia,61,6.475,F,2,Benthosema,,1.9,35.601,44.19446,
771,24,1996,9,9/8/96,Santa Rosalia,61,6.475,F,2,Benthosema,,2,37.4945,46.6956,
771,24,1996,9,9/8/96,Santa Rosalia,61,6.475,F,2,Benthosema,,1.9,35.601,44.19446,
771,24,1996,9,9/8/96,Santa Rosalia,61,6.475,F,2,Benthosema,,2.1,39.388,49.19674,
771,24,1996,9,9/8/96,Santa Rosalia,61,6.475,F,2,Benthosema,,2,37.4945,46.6956,
771,24,1996,9,9/8/96,Santa Rosalia,61,6.475,F,2,Benthosema,,2.1,39.388,49.19674,
771,24,1996,9,9/8/96,Santa Rosalia,61,6.475,F,2,Benthosema,,2.2,41.2815,51.69788,
771,24,1996,9,9/8/96,Santa Rosalia,61,6.475,F,2,Benthosema,,2.4,45.0685,56.70016,
771,24,1996,9,9/8/96,Santa Rosalia,61,6.475,F,2,Benthosema,,1.8,33.7075,41.69332,
771,24,1996,9,9/8/96,Santa Rosalia,61,6.475,F,2,Benthosema,,1.5,28.027,34.1899,
771,24,1996,9,9/8/96,Santa Rosalia,61,6.475,F,2,Benthosema,,1.4,26.1335,31.68876,
773,26,1996,9,9/8/96,Santa Rosalia,62.5,6.825,F,2,Benthosema,,2,37.4945,46.6956,
773,26,1996,9,9/8/96,Santa Rosalia,62.5,6.825,F,2,Benthosema,,2.2,41.2815,51.69788,
773,26,1996,9,9/8/96,Santa Rosalia,62.5,6.825,F,2,Benthosema,,2.2,41.2815,51.69788,
773,26,1996,9,9/8/96,Santa Rosalia,62.5,6.825,F,2,Benthosema,,2.3,43.175,54.19902,
773,26,1996,9,9/8/96,Santa Rosalia,62.5,6.825,F,2,Benthosema,,1.4,26.1335,31.68876,
774,27,1996,9,9/8/96,Santa Rosalia,58.1,5.375,M,4,Benthosema,,2.2,41.2815,51.69788,
774,27,1996,9,9/8/96,Santa Rosalia,58.1,5.375,M,4,Benthosema,,1.8,33.7075,41.69332,
774,27,1996,9,9/8/96,Santa Rosalia,58.1,5.375,M,4,Benthosema,,2.2,41.2815,51.69788,
774,27,1996,9,9/8/96,Santa Rosalia,58.1,5.375,M,4,Benthosema,,2.1,39.388,49.19674,
774,27,1996,9,9/8/96,Santa Rosalia,58.1,5.375,M,4,Benthosema,,2.2,41.2815,51.69788,
774,27,1996,9,9/8/96,Santa Rosalia,58.1,5.375,M,4,Benthosema,,2,37.4945,46.6956,
774,19,1997,4,4/16/97,Guaymas,58.8,5.85,M,5,Pterygioteuthis,,0.4,,,19.464
774,19,1997,4,4/16/97,Guaymas,58.8,5.85,M,5,Pterygioteuthis,,0.4,,,19.464
774,19,1997,4,4/16/97,Guaymas,58.8,5.85,M,5,Triphoturus,,0.8,36.8621,46.58584,
775,28,1996,9,9/8/96,Santa Rosalia,45.3,2.6,F,2,Benthosema,,2.2,41.2815,51.69788,
776,21,1997,4,4/16/97,Guaymas,69.6,10.3,F,5,Pterygioteuthis,,0.3,,,16.148
776,21,1997,4,4/16/97,Guaymas,69.6,10.3,F,5,Pterygioteuthis,,0.4,,,19.464
776,21,1997,4,4/16/97,Guaymas,69.6,10.3,F,5,Triphoturus,,0.9,39.7143,50.53002,
777,22,1997,4,4/16/97,Guaymas,70.9,,F,3,Pterygioteuthis,,0.4,,,19.464
777,22,1997,4,4/16/97,Guaymas,70.9,,F,3,Pterygioteuthis,,0.3,,,16.148
777,22,1997,4,4/16/97,Guaymas,70.9,,F,3,Pterygioteuthis,,0.4,,,19.464
777,22,1997,4,4/16/97,Guaymas,70.9,,F,3,Pterygioteuthis,,0.4,,,19.464
777,22,1997,4,4/16/97,Guaymas,70.9,,F,3,Pterygioteuthis,,0.5,,,22.78
780,25,1997,4,4/16/97,Guaymas,70.8,,F,3,Pterygioteuthis,,0.3,,,16.148
780,25,1997,4,4/16/97,Guaymas,70.8,,F,3,Triphoturus,,0.9,39.7143,50.53002,
821,1,1996,10,10/16/96,Santa Rosalia,72.5,14.65,F,5,Benthosema,,1.6,29.9205,36.69104,
822,2,1996,10,10/16/96,Santa Rosalia,61.2,6.225,M,5,Benthosema,,1.8,33.7075,41.69332,
822,2,1996,10,10/16/96,Santa Rosalia,61.2,6.225,M,5,Benthosema,,1.9,35.601,44.19446,
822,2,1996,10,10/16/96,Santa Rosalia,61.2,6.225,M,5,Benthosema,,2,37.4945,46.6956,
822,2,1996,10,10/16/96,Santa Rosalia,61.2,6.225,M,5,Benthosema,,2.2,41.2815,51.69788,
822,2,1996,10,10/16/96,Santa Rosalia,61.2,6.225,M,5,Benthosema,,1.9,35.601,44.19446,
822,2,1996,10,10/16/96,Santa Rosalia,61.2,6.225,M,5,Benthosema,,1.9,35.601,44.19446,
822,2,1996,10,10/16/96,Santa Rosalia,61.2,6.225,M,5,Benthosema,,2,37.4945,46.6956,
822,2,1996,10,10/16/96,Santa Rosalia,61.2,6.225,M,5,Benthosema,,1.7,31.814,39.19218,
822,2,1996,10,10/16/96,Santa Rosalia,61.2,6.225,M,5,Benthosema,,1.7,31.814,39.19218,
822,2,1996,10,10/16/96,Santa Rosalia,61.2,6.225,M,5,Benthosema,,1.6,29.9205,36.69104,
822,2,1996,10,10/16/96,Santa Rosalia,61.2,6.225,M,5,Benthosema,,2,37.4945,46.6956,
823,3,1996,10,10/16/96,Santa Rosalia,68.8,9.325,M,5,Benthosema,,2.2,41.2815,51.69788,
823,3,1996,10,10/16/96,Santa Rosalia,68.8,9.325,M,5,Benthosema,,2.1,39.388,49.19674,
823,3,1996,10,10/16/96,Santa Rosalia,68.8,9.325,M,5,Benthosema,,1.7,31.814,39.19218,
823,3,1996,10,10/16/96,Santa Rosalia,68.8,9.325,M,5,Benthosema,,1.9,35.601,44.19446,
823,3,1996,10,10/16/96,Santa Rosalia,68.8,9.325,M,5,Benthosema,,1.9,35.601,44.19446,
823,3,1996,10,10/16/96,Santa Rosalia,68.8,9.325,M,5,Benthosema,,2.1,39.388,49.19674,
824,4,1996,10,10/16/96,Santa Rosalia,70.7,11.4,F,3,Benthosema,,2.2,41.2815,51.69788,
824,4,1996,10,10/16/96,Santa Rosalia,70.7,11.4,F,3,Benthosema,,2.1,39.388,49.19674,
824,4,1996,10,10/16/96,Santa Rosalia,70.7,11.4,F,3,Benthosema,,2.1,39.388,49.19674,
824,4,1996,10,10/16/96,Santa Rosalia,70.7,11.4,F,3,Benthosema,,1.7,31.814,39.19218,
824,4,1996,10,10/16/96,Santa Rosalia,70.7,11.4,F,3,Benthosema,,1.6,29.9205,36.69104,
824,4,1996,10,10/16/96,Santa Rosalia,70.7,11.4,F,3,Benthosema,,2.1,39.388,49.19674,
825,5,1996,10,10/16/96,Santa Rosalia,58,5.5,M,5,Benthosema,,1.7,31.814,39.19218,
825,5,1996,10,10/16/96,Santa Rosalia,58,5.5,M,5,Benthosema,,1.9,35.601,44.19446,
825,5,1996,10,10/16/96,Santa Rosalia,58,5.5,M,5,Benthosema,,2.1,39.388,49.19674,
825,5,1996,10,10/16/96,Santa Rosalia,58,5.5,M,5,Benthosema,,2,37.4945,46.6956,
825,5,1996,10,10/16/96,Santa Rosalia,58,5.5,M,5,Benthosema,,2.1,39.388,49.19674,
825,5,1996,10,10/16/96,Santa Rosalia,58,5.5,M,5,Benthosema,,2.2,41.2815,51.69788,
825,5,1996,10,10/16/96,Santa Rosalia,58,5.5,M,5,Benthosema,,1.9,35.601,44.19446,
825,5,1996,10,10/16/96,Santa Rosalia,58,5.5,M,5,Benthosema,,2,37.4945,46.6956,
825,5,1996,10,10/16/96,Santa Rosalia,58,5.5,M,5,Benthosema,,2.1,39.388,49.19674,
825,5,1996,10,10/16/96,Santa Rosalia,58,5.5,M,5,Benthosema,,2.2,41.2815,51.69788,
825,5,1996,10,10/16/96,Santa Rosalia,58,5.5,M,5,Benthosema,,2,37.4945,46.6956,
825,5,1996,10,10/16/96,Santa Rosalia,58,5.5,M,5,Benthosema,,1.9,35.601,44.19446,
826,6,1996,10,10/16/96,Santa Rosalia,60,5.8,F,3,Benthosema,,2.3,43.175,54.19902,
827,7,1996,10,10/16/96,Santa Rosalia,53.1,4.125,F,2,Benthosema,,1.9,35.601,44.19446,
827,7,1996,10,10/16/96,Santa Rosalia,53.1,4.125,F,2,Benthosema,,2,37.4945,46.6956,
827,7,1996,10,10/16/96,Santa Rosalia,53.1,4.125,F,2,Benthosema,,2.2,41.2815,51.69788,
827,7,1996,10,10/16/96,Santa Rosalia,53.1,4.125,F,2,Benthosema,,2,37.4945,46.6956,
827,7,1996,10,10/16/96,Santa Rosalia,53.1,4.125,F,2,Benthosema,,2.2,41.2815,51.69788,
827,7,1996,10,10/16/96,Santa Rosalia,53.1,4.125,F,2,Benthosema,,2.1,39.388,49.19674,
827,7,1996,10,10/16/96,Santa Rosalia,53.1,4.125,F,2,Benthosema,,1.9,35.601,44.19446,
827,7,1996,10,10/16/96,Santa Rosalia,53.1,4.125,F,2,Benthosema,,1.9,35.601,44.19446,
827,7,1996,10,10/16/96,Santa Rosalia,53.1,4.125,F,2,Benthosema,,1.9,35.601,44.19446,
828,8,1996,10,10/16/96,Santa Rosalia,57.1,4.475,F,2,Benthosema,,1.8,33.7075,41.69332,
828,8,1996,10,10/16/96,Santa Rosalia,57.1,4.475,F,2,Benthosema,,1.9,35.601,44.19446,
