"TripSetPredNo","TripSetNo","Lat","Lon","Month","Year","Sex","Mat","Length","Date","SST","Group","PropN","PredSpp"
"Dg2010_138","100615",27.21904,-112.133512,"6",2010,"F","3",23,2010-06-15,25,"R_Crust",1,"Dgigas"
"Dg2010_139","100615",27.21904,-112.133512,"6",2010,"F","2",24,2010-06-15,25,"R_Crust",1,"Dgigas"
"Dg2010_140","100615",27.21904,-112.133512,"6",2010,"F","3",21,2010-06-15,25,"R_Crust",1,"Dgigas"
"Dg2010_141","100615",27.21904,-112.133512,"6",2010,"M","2",23.5,2010-06-15,25,"R_Crust",1,"Dgigas"
"Dg2010_142","100615",27.21904,-112.133512,"6",2010,"M","2",21.5,2010-06-15,25,"R_Crust",1,"Dgigas"
"Dg2010_143","100615",27.21904,-112.133512,"6",2010,"M","2",21.5,2010-06-15,25,"R_Crust",1,"Dgigas"
"Dg2010_144","100615",27.21904,-112.133512,"6",2010,"F","2",22.5,2010-06-15,25,"R_Crust",1,"Dgigas"
"Dg2010_145","100615",27.21904,-112.133512,"6",2010,"M","4",21.5,2010-06-15,25,"R_Crust",1,"Dgigas"
"Dg2010_146","100615",27.21904,-112.133512,"6",2010,"F","2",21.2,2010-06-15,25,"R_Crust",1,"Dgigas"
"Dg2010_147","100615",27.21904,-112.133512,"6",2010,"F","2",23,2010-06-15,25,"R_Crust",1,"Dgigas"
"Dg2011_001","110609",27.82774,-110.921754,"6",2011,"F","7",38.5,2011-06-09,27,"C_Pterygioteuthis",0.166666666666667,"Dgigas"
"Dg2011_001","110609",27.82774,-110.921754,"6",2011,"F","7",38.5,2011-06-09,27,"F_Triphoturus",0.166666666666667,"Dgigas"
"Dg2011_001","110609",27.82774,-110.921754,"6",2011,"F","7",38.5,2011-06-09,27,"F_Diogenichthys",0.166666666666667,"Dgigas"
"Dg2011_001","110609",27.82774,-110.921754,"6",2011,"F","7",38.5,2011-06-09,27,"F_Benthosema",0.5,"Dgigas"
"Dg2011_002","110609",27.82774,-110.921754,"6",2011,"F","7",39.5,2011-06-09,27,"F_Benthosema",1,"Dgigas"
"Dg2011_003","110609",27.82774,-110.921754,"6",2011,"M","6",30,2011-06-09,27,"F_Benthosema",1,"Dgigas"
"Dg2011_004","110609",27.82774,-110.921754,"6",2011,"F","7",38,2011-06-09,27,"F_Vinciguerria",0.5625,"Dgigas"
"Dg2011_004","110609",27.82774,-110.921754,"6",2011,"F","7",38,2011-06-09,27,"F_Benthosema",0.125,"Dgigas"
"Dg2011_004","110609",27.82774,-110.921754,"6",2011,"F","7",38,2011-06-09,27,"F_Diogenichthys",0.3125,"Dgigas"
"Dg2011_006","110609",27.82774,-110.921754,"6",2011,"F","7",38.5,2011-06-09,27,"M_Pteropoda",0.25,"Dgigas"
"Dg2011_006","110609",27.82774,-110.921754,"6",2011,"F","7",38.5,2011-06-09,27,"F_UnID",0.25,"Dgigas"
"Dg2011_006","110609",27.82774,-110.921754,"6",2011,"F","7",38.5,2011-06-09,27,"F_Benthosema",0.5,"Dgigas"
"Dg2011_007","110609",27.82774,-110.921754,"6",2011,"F","7",35.5,2011-06-09,27,"F_Benthosema",1,"Dgigas"
"Dg2011_008","110609",27.82774,-110.921754,"6",2011,"F","7",38.5,2011-06-09,27,"C_UnID",0.222222222222222,"Dgigas"
"Dg2011_008","110609",27.82774,-110.921754,"6",2011,"F","7",38.5,2011-06-09,27,"C_Pterygioteuthis",0.777777777777778,"Dgigas"
"Dg2011_009","110609",27.82774,-110.921754,"6",2011,"F","7",44,2011-06-09,27,"F_Benthosema",1,"Dgigas"
"Dg2011_011","110609",27.82774,-110.921754,"6",2011,"F","7",40,2011-06-09,27,"F_Benthosema",1,"Dgigas"
"Dg2011_012","110609",27.82774,-110.921754,"6",2011,"F","3",38.5,2011-06-09,27,"F_Benthosema",0.25,"Dgigas"
"Dg2011_012","110609",27.82774,-110.921754,"6",2011,"F","3",38.5,2011-06-09,27,"C_UnID",0.5,"Dgigas"
"Dg2011_012","110609",27.82774,-110.921754,"6",2011,"F","3",38.5,2011-06-09,27,"F_Vinciguerria",0.25,"Dgigas"
"Dg2011_013","110609",27.82774,-110.921754,"6",2011,"F","6",36,2011-06-09,27,"F_Vinciguerria",0.0769230769230769,"Dgigas"
"Dg2011_013","110609",27.82774,-110.921754,"6",2011,"F","6",36,2011-06-09,27,"F_Diogenichthys",0.153846153846154,"Dgigas"
"Dg2011_013","110609",27.82774,-110.921754,"6",2011,"F","6",36,2011-06-09,27,"F_Benthosema",0.307692307692308,"Dgigas"
"Dg2011_013","110609",27.82774,-110.921754,"6",2011,"F","6",36,2011-06-09,27,"C_Abraliopsis",0.0769230769230769,"Dgigas"
"Dg2011_013","110609",27.82774,-110.921754,"6",2011,"F","6",36,2011-06-09,27,"C_Gonatus",0.0769230769230769,"Dgigas"
"Dg2011_013","110609",27.82774,-110.921754,"6",2011,"F","6",36,2011-06-09,27,"C_Pterygioteuthis",0.307692307692308,"Dgigas"
"Dg2011_014","110609",27.82774,-110.921754,"6",2011,"F","7",32,2011-06-09,27,"F_UnID",0.125,"Dgigas"
"Dg2011_014","110609",27.82774,-110.921754,"6",2011,"F","7",32,2011-06-09,27,"F_Other",0.125,"Dgigas"
"Dg2011_014","110609",27.82774,-110.921754,"6",2011,"F","7",32,2011-06-09,27,"C_Gonatus",0.125,"Dgigas"
"Dg2011_014","110609",27.82774,-110.921754,"6",2011,"F","7",32,2011-06-09,27,"F_Benthosema",0.625,"Dgigas"
"Dg2011_015","110609",27.82774,-110.921754,"6",2011,"F","7",30,2011-06-09,27,"F_Benthosema",0.4,"Dgigas"
"Dg2011_015","110609",27.82774,-110.921754,"6",2011,"F","7",30,2011-06-09,27,"F_Triphoturus",0.2,"Dgigas"
"Dg2011_015","110609",27.82774,-110.921754,"6",2011,"F","7",30,2011-06-09,27,"F_Vinciguerria",0.4,"Dgigas"
"Dg2011_016","110609",27.82774,-110.921754,"6",2011,"F","7",42.5,2011-06-09,27,"F_Benthosema",0.6,"Dgigas"
"Dg2011_016","110609",27.82774,-110.921754,"6",2011,"F","7",42.5,2011-06-09,27,"C_Abraliopsis",0.2,"Dgigas"
"Dg2011_016","110609",27.82774,-110.921754,"6",2011,"F","7",42.5,2011-06-09,27,"F_Triphoturus",0.2,"Dgigas"
"Dg2011_017","110609",27.82774,-110.921754,"6",2011,"F","7",40.5,2011-06-09,27,"F_Benthosema",1,"Dgigas"
"Dg2011_018","110609",27.82774,-110.921754,"6",2011,"F","7",33.5,2011-06-09,27,"C_UnID",0.428571428571429,"Dgigas"
"Dg2011_018","110609",27.82774,-110.921754,"6",2011,"F","7",33.5,2011-06-09,27,"F_Triphoturus",0.285714285714286,"Dgigas"
"Dg2011_018","110609",27.82774,-110.921754,"6",2011,"F","7",33.5,2011-06-09,27,"F_Benthosema",0.285714285714286,"Dgigas"
"Dg2011_019","110609",27.82774,-110.921754,"6",2011,"F","7",40.5,2011-06-09,27,"C_UnID",0.5,"Dgigas"
"Dg2011_019","110609",27.82774,-110.921754,"6",2011,"F","7",40.5,2011-06-09,27,"F_UnID_.Myctophidae",0.5,"Dgigas"
"Dg2011_020","110610",27.82774,-110.921754,"6",2011,"F","7",35.5,2011-06-10,27,"C_UnID",0.125,"Dgigas"
"Dg2011_020","110610",27.82774,-110.921754,"6",2011,"F","7",35.5,2011-06-10,27,"F_Benthosema",0.375,"Dgigas"
"Dg2011_020","110610",27.82774,-110.921754,"6",2011,"F","7",35.5,2011-06-10,27,"C_Pterygioteuthis",0.25,"Dgigas"
"Dg2011_020","110610",27.82774,-110.921754,"6",2011,"F","7",35.5,2011-06-10,27,"C_Gonatus",0.125,"Dgigas"
"Dg2011_020","110610",27.82774,-110.921754,"6",2011,"F","7",35.5,2011-06-10,27,"F_Triphoturus",0.125,"Dgigas"
"Dg2011_024","110610",27.82774,-110.921754,"6",2011,"F","4",36,2011-06-10,27,"F_Benthosema",0.5,"Dgigas"
"Dg2011_024","110610",27.82774,-110.921754,"6",2011,"F","4",36,2011-06-10,27,"F_Triphoturus",0.5,"Dgigas"
"Dg2011_025","110610",27.82774,-110.921754,"6",2011,"F","7",33,2011-06-10,27,"C_UnID",0.285714285714286,"Dgigas"
"Dg2011_025","110610",27.82774,-110.921754,"6",2011,"F","7",33,2011-06-10,27,"F_Benthosema",0.428571428571429,"Dgigas"
"Dg2011_025","110610",27.82774,-110.921754,"6",2011,"F","7",33,2011-06-10,27,"R_Crust",0.142857142857143,"Dgigas"
"Dg2011_025","110610",27.82774,-110.921754,"6",2011,"F","7",33,2011-06-10,27,"C_Pterygioteuthis",0.142857142857143,"Dgigas"
"Dg2011_026","110610",27.82774,-110.921754,"6",2011,"F","6",33,2011-06-10,27,"F_Diogenichthys",0.0769230769230769,"Dgigas"
"Dg2011_026","110610",27.82774,-110.921754,"6",2011,"F","6",33,2011-06-10,27,"F_Benthosema",0.307692307692308,"Dgigas"
"Dg2011_026","110610",27.82774,-110.921754,"6",2011,"F","6",33,2011-06-10,27,"R_Crust",0.615384615384615,"Dgigas"
"Dg2011_027","110610",27.82774,-110.921754,"6",2011,"M","7",32,2011-06-10,27,"C_Pterygioteuthis",0.333333333333333,"Dgigas"
"Dg2011_027","110610",27.82774,-110.921754,"6",2011,"M","7",32,2011-06-10,27,"F_Benthosema",0.444444444444444,"Dgigas"
"Dg2011_027","110610",27.82774,-110.921754,"6",2011,"M","7",32,2011-06-10,27,"F_Diogenichthys",0.0555555555555556,"Dgigas"
"Dg2011_027","110610",27.82774,-110.921754,"6",2011,"M","7",32,2011-06-10,27,"C_UnID",0.166666666666667,"Dgigas"
"Dg2011_028","110610",27.82774,-110.921754,"6",2011,"","1",27,2011-06-10,27,"F_Diogenichthys",1,"Dgigas"
"Dg2011_030","110610",27.82774,-110.921754,"6",2011,"M","7",36,2011-06-10,27,"C_Abraliopsis",0.0476190476190476,"Dgigas"
"Dg2011_030","110610",27.82774,-110.921754,"6",2011,"M","7",36,2011-06-10,27,"C_Pterygioteuthis",0.142857142857143,"Dgigas"
"Dg2011_030","110610",27.82774,-110.921754,"6",2011,"M","7",36,2011-06-10,27,"F_Vinciguerria",0.0476190476190476,"Dgigas"
"Dg2011_030","110610",27.82774,-110.921754,"6",2011,"M","7",36,2011-06-10,27,"F_Benthosema",0.19047619047619,"Dgigas"
"Dg2011_030","110610",27.82774,-110.921754,"6",2011,"M","7",36,2011-06-10,27,"F_Triphoturus",0.0952380952380952,"Dgigas"
"Dg2011_030","110610",27.82774,-110.921754,"6",2011,"M","7",36,2011-06-10,27,"C_Gonatus",0.0476190476190476,"Dgigas"
"Dg2011_030","110610",27.82774,-110.921754,"6",2011,"M","7",36,2011-06-10,27,"C_UnID",0.380952380952381,"Dgigas"
"Dg2011_030","110610",27.82774,-110.921754,"6",2011,"M","7",36,2011-06-10,27,"F_Diogenichthys",0.0476190476190476,"Dgigas"
"Dg2011_031","110610",27.82774,-110.921754,"6",2011,"F","7",34,2011-06-10,27,"F_Benthosema",0.785714285714286,"Dgigas"
"Dg2011_031","110610",27.82774,-110.921754,"6",2011,"F","7",34,2011-06-10,27,"C_Pterygioteuthis",0.214285714285714,"Dgigas"
"Dg2011_032","110610",27.82774,-110.921754,"6",2011,"F","7",33,2011-06-10,27,"F_Benthosema",0.666666666666667,"Dgigas"
"Dg2011_032","110610",27.82774,-110.921754,"6",2011,"F","7",33,2011-06-10,27,"C_Abraliopsis",0.166666666666667,"Dgigas"
"Dg2011_032","110610",27.82774,-110.921754,"6",2011,"F","7",33,2011-06-10,27,"C_Pterygioteuthis",0.166666666666667,"Dgigas"
"Dg2011_033","110610",27.82774,-110.921754,"6",2011,"F","7",41,2011-06-10,27,"R_Crust",0.5,"Dgigas"
"Dg2011_033","110610",27.82774,-110.921754,"6",2011,"F","7",41,2011-06-10,27,"F_Benthosema",0.5,"Dgigas"
"Dg2011_034","110610",27.82774,-110.921754,"6",2011,"M","7",38,2011-06-10,27,"F_Benthosema",1,"Dgigas"
"Dg2011_037","110610",27.82774,-110.921754,"6",2011,"","1",33,2011-06-10,27,"F_UnID_.Myctophidae",1,"Dgigas"
"Dg2011_038","110610",27.82774,-110.921754,"6",2011,"F","7",41,2011-06-10,27,"F_Triphoturus",0.2,"Dgigas"
"Dg2011_038","110610",27.82774,-110.921754,"6",2011,"F","7",41,2011-06-10,27,"F_UnID",0.0666666666666667,"Dgigas"
"Dg2011_038","110610",27.82774,-110.921754,"6",2011,"F","7",41,2011-06-10,27,"C_Pterygioteuthis",0.0666666666666667,"Dgigas"
"Dg2011_038","110610",27.82774,-110.921754,"6",2011,"F","7",41,2011-06-10,27,"F_Benthosema",0.133333333333333,"Dgigas"
"Dg2011_038","110610",27.82774,-110.921754,"6",2011,"F","7",41,2011-06-10,27,"C_Ommastrephid",0.466666666666667,"Dgigas"
"Dg2011_038","110610",27.82774,-110.921754,"6",2011,"F","7",41,2011-06-10,27,"C_Abraliopsis",0.0666666666666667,"Dgigas"
"Dg2011_039","110610",27.82774,-110.921754,"6",2011,"","1",33.5,2011-06-10,27,"R_Crust",0.222222222222222,"Dgigas"
"Dg2011_039","110610",27.82774,-110.921754,"6",2011,"","1",33.5,2011-06-10,27,"M_Pteropoda",0.111111111111111,"Dgigas"
"Dg2011_039","110610",27.82774,-110.921754,"6",2011,"","1",33.5,2011-06-10,27,"F_Benthosema",0.5,"Dgigas"
"Dg2011_039","110610",27.82774,-110.921754,"6",2011,"","1",33.5,2011-06-10,27,"C_Pterygioteuthis",0.0555555555555556,"Dgigas"
"Dg2011_039","110610",27.82774,-110.921754,"6",2011,"","1",33.5,2011-06-10,27,"C_UnID",0.0555555555555556,"Dgigas"
"Dg2011_039","110610",27.82774,-110.921754,"6",2011,"","1",33.5,2011-06-10,27,"F_Diogenichthys",0.0555555555555556,"Dgigas"
"Dg2011_040","110610",27.82774,-110.921754,"6",2011,"F","7",38,2011-06-10,27,"F_Benthosema",0.0571428571428571,"Dgigas"
"Dg2011_040","110610",27.82774,-110.921754,"6",2011,"F","7",38,2011-06-10,27,"R_Crust",0.542857142857143,"Dgigas"
"Dg2011_040","110610",27.82774,-110.921754,"6",2011,"F","7",38,2011-06-10,27,"F_Triphoturus",0.342857142857143,"Dgigas"
"Dg2011_040","110610",27.82774,-110.921754,"6",2011,"F","7",38,2011-06-10,27,"F_Diogenichthys",0.0571428571428571,"Dgigas"
"Dg2011_042","110611",27.264708,-111.371493,"6",2011,"F","7",32.5,2011-06-11,26,"M_Pteropoda",0.5,"Dgigas"
"Dg2011_042","110611",27.264708,-111.371493,"6",2011,"F","7",32.5,2011-06-11,26,"C_Pterygioteuthis",0.5,"Dgigas"
"Dg2011_043","110611",27.264708,-111.371493,"6",2011,"","1",25,2011-06-11,26,"R_Crust",0.25,"Dgigas"
"Dg2011_043","110611",27.264708,-111.371493,"6",2011,"","1",25,2011-06-11,26,"F_Benthosema",0.166666666666667,"Dgigas"
"Dg2011_043","110611",27.264708,-111.371493,"6",2011,"","1",25,2011-06-11,26,"F_Vinciguerria",0.583333333333333,"Dgigas"
"Dg2011_044","110611",27.264708,-111.371493,"6",2011,"F","3",20.5,2011-06-11,26,"C_Ommastrephid",0.333333333333333,"Dgigas"
"Dg2011_044","110611",27.264708,-111.371493,"6",2011,"F","3",20.5,2011-06-11,26,"F_Vinciguerria",0.666666666666667,"Dgigas"
"Dg2011_045","110611",27.264708,-111.371493,"6",2011,"F","7",36.5,2011-06-11,26,"C_Japetella",1,"Dgigas"
"Dg2011_046","110611",27.264708,-111.371493,"6",2011,"M","7",27.5,2011-06-11,26,"F_UnID",0.2,"Dgigas"
"Dg2011_046","110611",27.264708,-111.371493,"6",2011,"M","7",27.5,2011-06-11,26,"F_Vinciguerria",0.6,"Dgigas"
"Dg2011_046","110611",27.264708,-111.371493,"6",2011,"M","7",27.5,2011-06-11,26,"M_Pteropoda",0.2,"Dgigas"
"Dg2011_047","110611",27.264708,-111.371493,"6",2011,"M","2",23,2011-06-11,26,"F_UnID",0.333333333333333,"Dgigas"
"Dg2011_047","110611",27.264708,-111.371493,"6",2011,"M","2",23,2011-06-11,26,"F_Vinciguerria",0.666666666666667,"Dgigas"
"Dg2011_048","110611",27.264708,-111.371493,"6",2011,"F","2",21,2011-06-11,26,"F_Vinciguerria",0.75,"Dgigas"
"Dg2011_048","110611",27.264708,-111.371493,"6",2011,"F","2",21,2011-06-11,26,"M_Pteropoda",0.25,"Dgigas"
"Dg2011_049","110611",27.264708,-111.371493,"6",2011,"M","2",24,2011-06-11,26,"M_Pteropoda",0.0714285714285714,"Dgigas"
"Dg2011_049","110611",27.264708,-111.371493,"6",2011,"M","2",24,2011-06-11,26,"F_UnID",0.5,"Dgigas"
"Dg2011_049","110611",27.264708,-111.371493,"6",2011,"M","2",24,2011-06-11,26,"F_Vinciguerria",0.428571428571429,"Dgigas"
"Dg2011_050","110611",27.264708,-111.371493,"6",2011,"F","3",23.5,2011-06-11,26,"R_Crust",0.571428571428571,"Dgigas"
"Dg2011_050","110611",27.264708,-111.371493,"6",2011,"F","3",23.5,2011-06-11,26,"F_UnID",0.285714285714286,"Dgigas"
"Dg2011_050","110611",27.264708,-111.371493,"6",2011,"F","3",23.5,2011-06-11,26,"M_Pteropoda",0.142857142857143,"Dgigas"
"Dg2011_051","110611",27.264708,-111.371493,"6",2011,"F","3",25.5,2011-06-11,26,"F_Vinciguerria",1,"Dgigas"
"Dg2011_052","110611",27.264708,-111.371493,"6",2011,"F","3",20,2011-06-11,26,"C_UnID",0.25,"Dgigas"
"Dg2011_052","110611",27.264708,-111.371493,"6",2011,"F","3",20,2011-06-11,26,"R_Crust",0.5,"Dgigas"
"Dg2011_052","110611",27.264708,-111.371493,"6",2011,"F","3",20,2011-06-11,26,"C_Ommastrephid",0.25,"Dgigas"
"Dg2011_053","110611",27.264708,-111.371493,"6",2011,"F","3",26.5,2011-06-11,26,"F_UnID",0.117647058823529,"Dgigas"
"Dg2011_053","110611",27.264708,-111.371493,"6",2011,"F","3",26.5,2011-06-11,26,"C_Ommastrephid",0.0588235294117647,"Dgigas"
"Dg2011_053","110611",27.264708,-111.371493,"6",2011,"F","3",26.5,2011-06-11,26,"F_Vinciguerria",0.764705882352941,"Dgigas"
"Dg2011_053","110611",27.264708,-111.371493,"6",2011,"F","3",26.5,2011-06-11,26,"C_Abraliopsis",0.0588235294117647,"Dgigas"
"Dg2011_054","110611",27.264708,-111.371493,"6",2011,"F","3",23,2011-06-11,26,"C_Pterygioteuthis",0.111111111111111,"Dgigas"
"Dg2011_054","110611",27.264708,-111.371493,"6",2011,"F","3",23,2011-06-11,26,"C_Ommastrephid",0.111111111111111,"Dgigas"
"Dg2011_054","110611",27.264708,-111.371493,"6",2011,"F","3",23,2011-06-11,26,"F_UnID",0.333333333333333,"Dgigas"
"Dg2011_054","110611",27.264708,-111.371493,"6",2011,"F","3",23,2011-06-11,26,"F_Vinciguerria",0.444444444444444,"Dgigas"
"Dg2011_055","110611",27.264708,-111.371493,"6",2011,"F","3",26,2011-06-11,26,"F_Vinciguerria",0.666666666666667,"Dgigas"
"Dg2011_055","110611",27.264708,-111.371493,"6",2011,"F","3",26,2011-06-11,26,"M_Pteropoda",0.333333333333333,"Dgigas"
"Dg2011_056","110611",27.264708,-111.371493,"6",2011,"M","4",25.5,2011-06-11,26,"F_Vinciguerria",0.592592592592593,"Dgigas"
"Dg2011_056","110611",27.264708,-111.371493,"6",2011,"M","4",25.5,2011-06-11,26,"F_Benthosema",0.037037037037037,"Dgigas"
"Dg2011_056","110611",27.264708,-111.371493,"6",2011,"M","4",25.5,2011-06-11,26,"F_UnID",0.333333333333333,"Dgigas"
"Dg2011_056","110611",27.264708,-111.371493,"6",2011,"M","4",25.5,2011-06-11,26,"R_Crust",0.037037037037037,"Dgigas"
"Dg2011_057","110611",27.264708,-111.371493,"6",2011,"F","2",18.5,2011-06-11,26,"C_Ommastrephid",0.333333333333333,"Dgigas"
"Dg2011_057","110611",27.264708,-111.371493,"6",2011,"F","2",18.5,2011-06-11,26,"C_Pterygioteuthis",0.666666666666667,"Dgigas"
"Dg2011_058","110611",27.264708,-111.371493,"6",2011,"F","3",22,2011-06-11,26,"R_Crust",0.727272727272727,"Dgigas"
"Dg2011_058","110611",27.264708,-111.371493,"6",2011,"F","3",22,2011-06-11,26,"C_Pterygioteuthis",0.0909090909090909,"Dgigas"
"Dg2011_058","110611",27.264708,-111.371493,"6",2011,"F","3",22,2011-06-11,26,"F_UnID",0.181818181818182,"Dgigas"
"Dg2011_059","110611",27.264708,-111.371493,"6",2011,"M","7",27.5,2011-06-11,26,"C_Pterygioteuthis",0.0555555555555556,"Dgigas"
"Dg2011_059","110611",27.264708,-111.371493,"6",2011,"M","7",27.5,2011-06-11,26,"F_Vinciguerria",0.666666666666667,"Dgigas"
"Dg2011_059","110611",27.264708,-111.371493,"6",2011,"M","7",27.5,2011-06-11,26,"F_Triphoturus",0.0555555555555556,"Dgigas"
"Dg2011_059","110611",27.264708,-111.371493,"6",2011,"M","7",27.5,2011-06-11,26,"F_UnID",0.222222222222222,"Dgigas"
"Dg2011_060","110611",27.264708,-111.371493,"6",2011,"F","3",24.5,2011-06-11,26,"F_Vinciguerria",1,"Dgigas"
"Dg2011_061","110611",27.264708,-111.371493,"6",2011,"M","7",24.5,2011-06-11,26,"R_Crust",0.25,"Dgigas"
"Dg2011_061","110611",27.264708,-111.371493,"6",2011,"M","7",24.5,2011-06-11,26,"M_Pteropoda",0.125,"Dgigas"
"Dg2011_061","110611",27.264708,-111.371493,"6",2011,"M","7",24.5,2011-06-11,26,"F_Vinciguerria",0.625,"Dgigas"
"Dg2011_062","110611",27.264708,-111.371493,"6",2011,"F","3",24,2011-06-11,26,"R_Crust",0.111111111111111,"Dgigas"
"Dg2011_062","110611",27.264708,-111.371493,"6",2011,"F","3",24,2011-06-11,26,"F_Vinciguerria",0.666666666666667,"Dgigas"
"Dg2011_062","110611",27.264708,-111.371493,"6",2011,"F","3",24,2011-06-11,26,"C_Pterygioteuthis",0.222222222222222,"Dgigas"
"Dg2011_063","110612",27.21904,-112.133512,"6",2011,"M","6",36,2011-06-12,26,"F_Engraulis",1,"Dgigas"
"Dg2011_064","110612",27.21904,-112.133512,"6",2011,"M","7",31.5,2011-06-12,26,"F_Triphoturus",0.5,"Dgigas"
"Dg2011_064","110612",27.21904,-112.133512,"6",2011,"M","7",31.5,2011-06-12,26,"F_Engraulis",0.5,"Dgigas"
"Dg2011_065","110612",27.21904,-112.133512,"6",2011,"F","3",25,2011-06-12,26,"M_Pteropoda",1,"Dgigas"
"Dg2011_066","110612",27.21904,-112.133512,"6",2011,"F","3",27,2011-06-12,26,"C_Pterygioteuthis",1,"Dgigas"
"Dg2011_067","110612",27.21904,-112.133512,"6",2011,"M","4",30,2011-06-12,26,"F_Engraulis",0.272727272727273,"Dgigas"
"Dg2011_067","110612",27.21904,-112.133512,"6",2011,"M","4",30,2011-06-12,26,"F_Triphoturus",0.636363636363636,"Dgigas"
"Dg2011_067","110612",27.21904,-112.133512,"6",2011,"M","4",30,2011-06-12,26,"F_Benthosema",0.0909090909090909,"Dgigas"
"Dg2011_068","110612",27.21904,-112.133512,"6",2011,"F","3",29.5,2011-06-12,26,"F_Engraulis",1,"Dgigas"
"Dg2011_071","110612",27.21904,-112.133512,"6",2011,"F","3",34,2011-06-12,26,"F_Engraulis",0.666666666666667,"Dgigas"
"Dg2011_071","110612",27.21904,-112.133512,"6",2011,"F","3",34,2011-06-12,26,"F_Benthosema",0.333333333333333,"Dgigas"
"Dg2011_072","110612",27.21904,-112.133512,"6",2011,"F","7",38,2011-06-12,26,"F_Engraulis",0.5,"Dgigas"
"Dg2011_072","110612",27.21904,-112.133512,"6",2011,"F","7",38,2011-06-12,26,"R_Crust",0.5,"Dgigas"
"Dg2011_073","110612",27.21904,-112.133512,"6",2011,"F","7",37,2011-06-12,26,"F_Engraulis",1,"Dgigas"
"Dg2011_074","110612",27.21904,-112.133512,"6",2011,"M","3",28,2011-06-12,26,"F_Engraulis",1,"Dgigas"
"Dg2011_075","110612",27.21904,-112.133512,"6",2011,"F","3",25.5,2011-06-12,26,"F_Benthosema",0.5,"Dgigas"
"Dg2011_075","110612",27.21904,-112.133512,"6",2011,"F","3",25.5,2011-06-12,26,"F_UnID",0.5,"Dgigas"
"Dg2011_076","110612",27.21904,-112.133512,"6",2011,"M","7",32.5,2011-06-12,26,"F_Engraulis",1,"Dgigas"
"Dg2011_077","110612",27.21904,-112.133512,"6",2011,"M","7",31.5,2011-06-12,26,"F_Engraulis",1,"Dgigas"
"Dg2011_078","110612",27.21904,-112.133512,"6",2011,"F","3",32,2011-06-12,26,"F_Engraulis",1,"Dgigas"
"Dg2011_079","110612",27.21904,-112.133512,"6",2011,"F","3",24.5,2011-06-12,26,"F_Engraulis",1,"Dgigas"
"Dg2011_080","110612",27.21904,-112.133512,"6",2011,"F","3",34.5,2011-06-12,26,"F_Engraulis",0.5,"Dgigas"
"Dg2011_080","110612",27.21904,-112.133512,"6",2011,"F","3",34.5,2011-06-12,26,"R_Crust",0.25,"Dgigas"
"Dg2011_080","110612",27.21904,-112.133512,"6",2011,"F","3",34.5,2011-06-12,26,"F_Triphoturus",0.25,"Dgigas"
"Dg2011_081","110612",27.21904,-112.133512,"6",2011,"F","3",34.5,2011-06-12,26,"F_Engraulis",1,"Dgigas"
"Dg2011_082","110612",27.21904,-112.133512,"6",2011,"F","4",37.5,2011-06-12,26,"F_Engraulis",1,"Dgigas"
"Dg2011_083","110612",27.21904,-112.133512,"6",2011,"F","3",32.5,2011-06-12,26,"C_UnID",0.333333333333333,"Dgigas"
"Dg2011_083","110612",27.21904,-112.133512,"6",2011,"F","3",32.5,2011-06-12,26,"F_Triphoturus",0.0833333333333333,"Dgigas"
"Dg2011_083","110612",27.21904,-112.133512,"6",2011,"F","3",32.5,2011-06-12,26,"C_Pterygioteuthis",0.5,"Dgigas"
"Dg2011_083","110612",27.21904,-112.133512,"6",2011,"F","3",32.5,2011-06-12,26,"F_Engraulis",0.0833333333333333,"Dgigas"
"Dg2011_086","110613",27.432548,-111.931638,"6",2011,"F","7",35,2011-06-13,26,"F_Triphoturus",0.125,"Dgigas"
"Dg2011_086","110613",27.432548,-111.931638,"6",2011,"F","7",35,2011-06-13,26,"F_Benthosema",0.125,"Dgigas"
"Dg2011_086","110613",27.432548,-111.931638,"6",2011,"F","7",35,2011-06-13,26,"C_Ommastrephid",0.75,"Dgigas"
"Dg2011_087","110613",27.432548,-111.931638,"6",2011,"F","7",31,2011-06-13,26,"F_UnID",1,"Dgigas"
"Dg2011_090","110613",27.432548,-111.931638,"6",2011,"F","3",25.5,2011-06-13,26,"F_Benthosema",1,"Dgigas"
"Dg2011_091","110613",27.432548,-111.931638,"6",2011,"F","3",26,2011-06-13,26,"M_Pteropoda",1,"Dgigas"
"Dg2011_092","110613",27.432548,-111.931638,"6",2011,"F","3",21.5,2011-06-13,26,"F_Benthosema",0.5,"Dgigas"
"Dg2011_092","110613",27.432548,-111.931638,"6",2011,"F","3",21.5,2011-06-13,26,"F_Diogenichthys",0.5,"Dgigas"
"Dg2011_093","110613",27.432548,-111.931638,"6",2011,"F","3",24,2011-06-13,26,"F_Triphoturus",0.5,"Dgigas"
"Dg2011_093","110613",27.432548,-111.931638,"6",2011,"F","3",24,2011-06-13,26,"F_Vinciguerria",0.25,"Dgigas"
"Dg2011_093","110613",27.432548,-111.931638,"6",2011,"F","3",24,2011-06-13,26,"F_Benthosema",0.25,"Dgigas"
"Dg2011_094","110613",27.432548,-111.931638,"6",2011,"F","3",30.5,2011-06-13,26,"C_Pterygioteuthis",0.333333333333333,"Dgigas"
