Ref,Monthly..,year,Date,Locality,ML,Weight,SEX,Mat.Stage,prey,rostral,item,length,SL,TL,ML,,,
1026,13,1997,1/19/97,Guaymas,48,2.8,H,II,Benthosema,,Otolith.length9,1.9,35.601,44.19446,,,,
1027,14,1997,1/19/97,Guaymas,47.5,2.975,M,V,Benthosema,,Otolith.length9,1.8,33.7075,41.69332,,,,
1028,15,1997,1/19/97,Guaymas,46.1,2.67,H,II,Benthosema,,Otolith.length9,1.7,31.814,39.19218,,,,
1030,17,1997,1/19/97,Guaymas,48.1,3.85,H,II,Benthosema,,Otolith.length9,2,37.4945,46.6956,,,,
1022,9,1997,1/19/97,Guaymas,52,3.475,M,V,Benthosema,,Otolith.length10,1.9,35.601,44.19446,,,,
1023,10,1997,1/19/97,Guaymas,58.2,5.325,M,V,Benthosema,,Otolith.length10,1.8,33.7075,41.69332,,,,
1025,12,1997,1/19/97,Guaymas,52.2,3.95,H,II,Benthosema,,Otolith.length10,1.7,31.814,39.19218,,,,
1026,13,1997,1/19/97,Guaymas,48,2.8,H,II,Benthosema,,Otolith.length10,1.7,31.814,39.19218,,,,
1027,14,1997,1/19/97,Guaymas,47.5,2.975,M,V,Benthosema,,Otolith.length10,1.6,29.9205,36.69104,,,,
1028,15,1997,1/19/97,Guaymas,46.1,2.67,H,II,Benthosema,,Otolith.length10,1.8,33.7075,41.69332,,,,
1030,17,1997,1/19/97,Guaymas,48.1,3.85,H,II,Benthosema,,Otolith.length10,2,37.4945,46.6956,,,,
1022,9,1997,1/19/97,Guaymas,52,3.475,M,V,Benthosema,,Otolith.length11,2,37.4945,46.6956,,,,
1023,10,1997,1/19/97,Guaymas,58.2,5.325,M,V,Benthosema,,Otolith.length11,1.8,33.7075,41.69332,,,,
1025,12,1997,1/19/97,Guaymas,52.2,3.95,H,II,Benthosema,,Otolith.length11,1.7,31.814,39.19218,,,,
1026,13,1997,1/19/97,Guaymas,48,2.8,H,II,Benthosema,,Otolith.length11,1.7,31.814,39.19218,,,,
1027,14,1997,1/19/97,Guaymas,47.5,2.975,M,V,Benthosema,,Otolith.length11,1.5,28.027,34.1899,,,,
1028,15,1997,1/19/97,Guaymas,46.1,2.67,H,II,Benthosema,,Otolith.length11,1.6,29.9205,36.69104,,,,
1030,17,1997,1/19/97,Guaymas,48.1,3.85,H,II,Benthosema,,Otolith.length11,2.1,39.388,49.19674,,,,
1022,9,1997,1/19/97,Guaymas,52,3.475,M,V,Benthosema,,Otolith.length12,2,37.4945,46.6956,,,,
1023,10,1997,1/19/97,Guaymas,58.2,5.325,M,V,Benthosema,,Otolith.length12,2,37.4945,46.6956,,,,
1025,12,1997,1/19/97,Guaymas,52.2,3.95,H,II,Benthosema,,Otolith.length12,1.8,33.7075,41.69332,,,,
1026,13,1997,1/19/97,Guaymas,48,2.8,H,II,Benthosema,,Otolith.length12,1.7,31.814,39.19218,,,,
1027,14,1997,1/19/97,Guaymas,47.5,2.975,M,V,Benthosema,,Otolith.length12,2,37.4945,46.6956,,,,
1028,15,1997,1/19/97,Guaymas,46.1,2.67,H,II,Benthosema,,Otolith.length12,1.5,28.027,34.1899,,,,
1030,17,1997,1/19/97,Guaymas,48.1,3.85,H,II,Benthosema,,Otolith.length12,2.1,39.388,49.19674,,,,
1022,9,1997,1/19/97,Guaymas,52,3.475,M,V,Benthosema,,Otolith.length13,2,37.4945,46.6956,,,,
1023,10,1997,1/19/97,Guaymas,58.2,5.325,M,V,Benthosema,,Otolith.length13,2.1,39.388,49.19674,,,,
1025,12,1997,1/19/97,Guaymas,52.2,3.95,H,II,Benthosema,,Otolith.length13,2.1,39.388,49.19674,,,,
1026,13,1997,1/19/97,Guaymas,48,2.8,H,II,Benthosema,,Otolith.length13,1.8,33.7075,41.69332,,,,
1027,14,1997,1/19/97,Guaymas,47.5,2.975,M,V,Benthosema,,Otolith.length13,2.1,39.388,49.19674,,,,
1028,15,1997,1/19/97,Guaymas,46.1,2.67,H,II,Benthosema,,Otolith.length13,1.8,33.7075,41.69332,,,,
1022,9,1997,1/19/97,Guaymas,52,3.475,M,V,Benthosema,,Otolith.length14,2.1,39.388,49.19674,,,,
1023,10,1997,1/19/97,Guaymas,58.2,5.325,M,V,Benthosema,,Otolith.length14,2.1,39.388,49.19674,,,,
1025,12,1997,1/19/97,Guaymas,52.2,3.95,H,II,Benthosema,,Otolith.length14,2.1,39.388,49.19674,,,,
1026,13,1997,1/19/97,Guaymas,48,2.8,H,II,Benthosema,,Otolith.length14,2,37.4945,46.6956,,,,
1027,14,1997,1/19/97,Guaymas,47.5,2.975,M,V,Benthosema,,Otolith.length14,1.7,31.814,39.19218,,,,
1028,15,1997,1/19/97,Guaymas,46.1,2.67,H,II,Benthosema,,Otolith.length14,1.9,35.601,44.19446,,,,
1022,9,1997,1/19/97,Guaymas,52,3.475,M,V,Benthosema,,Otolith.length15,2.2,41.2815,51.69788,,,,
1023,10,1997,1/19/97,Guaymas,58.2,5.325,M,V,Benthosema,,Otolith.length15,1.9,35.601,44.19446,,,,
1026,13,1997,1/19/97,Guaymas,48,2.8,H,II,Benthosema,,Otolith.length15,2,37.4945,46.6956,,,,
1027,14,1997,1/19/97,Guaymas,47.5,2.975,M,V,Benthosema,,Otolith.length15,1.7,31.814,39.19218,,,,
1028,15,1997,1/19/97,Guaymas,46.1,2.67,H,II,Benthosema,,Otolith.length15,2.1,39.388,49.19674,,,,
1022,9,1997,1/19/97,Guaymas,52,3.475,M,V,Benthosema,,Otolith.length16,1.7,31.814,39.19218,,,,
1026,13,1997,1/19/97,Guaymas,48,2.8,H,II,Benthosema,,Otolith.length16,1.8,33.7075,41.69332,,,,
1027,14,1997,1/19/97,Guaymas,47.5,2.975,M,V,Benthosema,,Otolith.length16,1.5,28.027,34.1899,,,,
1028,15,1997,1/19/97,Guaymas,46.1,2.67,H,II,Benthosema,,Otolith.length16,2.1,39.388,49.19674,,,,
1022,9,1997,1/19/97,Guaymas,52,3.475,M,V,Benthosema,,Otolith.length17,1.8,33.7075,41.69332,,,,
1026,13,1997,1/19/97,Guaymas,48,2.8,H,II,Benthosema,,Otolith.length17,1.9,35.601,44.19446,,,,
1027,14,1997,1/19/97,Guaymas,47.5,2.975,M,V,Benthosema,,Otolith.length17,2.1,39.388,49.19674,,,,
1028,15,1997,1/19/97,Guaymas,46.1,2.67,H,II,Benthosema,,Otolith.length17,1.9,35.601,44.19446,,,,
1022,9,1997,1/19/97,Guaymas,52,3.475,M,V,Benthosema,,Otolith.length18,2.2,41.2815,51.69788,,,,
1027,14,1997,1/19/97,Guaymas,47.5,2.975,M,V,Benthosema,,Otolith.length18,2.1,39.388,49.19674,,,,
1022,9,1997,1/19/97,Guaymas,52,3.475,M,V,Benthosema,,Otolith.length19,2.2,41.2815,51.69788,,,,
1027,14,1997,1/19/97,Guaymas,47.5,2.975,M,V,Benthosema,,Otolith.length19,2.1,39.388,49.19674,,,,
1022,9,1997,1/19/97,Guaymas,52,3.475,M,V,Benthosema,,Otolith.length20,2.1,39.388,49.19674,,,,
1027,14,1997,1/19/97,Guaymas,47.5,2.975,M,V,Benthosema,,Otolith.length20,2.1,39.388,49.19674,,,,
1027,14,1997,1/19/97,Guaymas,47.5,2.975,M,V,Benthosema,,Otolith.length21,2.1,39.388,49.19674,,,,
663,14,1997,1/19/97,Guaymas,47.5,2.975,M,V,Pterygioteuthis,,Otolith.length1,0.5,,,22.78,,,
662,13,1997,1/19/97,Guaymas,48,2.8,H,II,Pterygioteuthis,,Otolith.length1,0.2,,,12.832,,,
666,17,1997,1/19/97,Guaymas,48.1,3.85,H,II,Pterygioteuthis,,Otolith.length1,0.3,,,16.148,,,
659,10,1997,1/19/97,Guaymas,58.2,5.325,M,V,Pterygioteuthis,,Otolith.length1,0.5,,,22.78,,,
662,13,1997,1/19/97,Guaymas,48,2.8,H,II,Pterygioteuthis,,Otolith.length2,0.5,,,22.78,,,
659,10,1997,1/19/97,Guaymas,58.2,5.325,M,V,Pterygioteuthis,,Otolith.length2,0.5,,,22.78,,,
662,13,1997,1/19/97,Guaymas,48,2.8,H,II,Pterygioteuthis,,Otolith.length3,0.5,,,22.78,,,
659,10,1997,1/19/97,Guaymas,58.2,5.325,M,V,Pterygioteuthis,,Otolith.length3,0.5,,,22.78,,,
662,13,1997,1/19/97,Guaymas,48,2.8,H,II,Pterygioteuthis,,Otolith.length4,0.4,,,19.464,,,
662,13,1997,1/19/97,Guaymas,48,2.8,H,II,Pterygioteuthis,,Otolith.length5,0.2,,,12.832,,,
662,13,1997,1/19/97,Guaymas,48,2.8,H,II,Pterygioteuthis,,Otolith.length6,0.6,,,26.096,,,
663,14,1997,1/19/97,Guaymas,47.5,2.975,M,V,Triphoturus,,Otolith.length1,1,42.5665,54.4742,,,,
666,17,1997,1/19/97,Guaymas,48.1,3.85,H,II,Triphoturus,,Otolith.length1,0.8,36.8621,46.58584,,,,
658,9,1997,1/19/97,Guaymas,52,3.475,M,V,Triphoturus,,Otolith.length1,0.9,39.7143,50.53002,,,,
660,11,1997,1/19/97,Guaymas,53.6,4.125,M,V,Triphoturus,,Otolith.length1,0.9,39.7143,50.53002,,,,
659,10,1997,1/19/97,Guaymas,58.2,5.325,M,V,Triphoturus,,Otolith.length1,0.9,39.7143,50.53002,,,,
666,17,1997,1/19/97,Guaymas,48.1,3.85,H,II,Triphoturus,,Otolith.length2,0.7,34.0099,42.64166,,,,
660,11,1997,1/19/97,Guaymas,53.6,4.125,M,V,Triphoturus,,Otolith.length2,1.1,45.4187,58.41838,,,,
659,10,1997,1/19/97,Guaymas,58.2,5.325,M,V,Triphoturus,,Otolith.length2,0.8,36.8621,46.58584,,,,
666,17,1997,1/19/97,Guaymas,48.1,3.85,H,II,Triphoturus,,Otolith.length3,1,42.5665,54.4742,,,,
660,11,1997,1/19/97,Guaymas,53.6,4.125,M,V,Triphoturus,,Otolith.length3,1.1,45.4187,58.41838,,,,
666,17,1997,1/19/97,Guaymas,48.1,3.85,H,II,Triphoturus,,Otolith.length4,0.9,39.7143,50.53002,,,,
660,11,1997,1/19/97,Guaymas,53.6,4.125,M,V,Triphoturus,,Otolith.length4,0.9,39.7143,50.53002,,,,
1036,2,1997,1/21/97,Guaymas,53.1,4.075,H,II,Benthosema,,Otolith.length1,2,37.4945,46.6956,,,,
1037,3,1997,1/21/97,Guaymas,52.7,4.675,H,II,Benthosema,,Otolith.length1,1.7,31.814,39.19218,,,,
1039,5,1997,1/21/97,Guaymas,56,4.325,M,IV,Benthosema,,Otolith.length1,1.8,33.7075,41.69332,,,,
1040,6,1997,1/21/97,Guaymas,55,4.3,M,III,Benthosema,,Otolith.length1,1.7,31.814,39.19218,,,,
1041,7,1997,1/21/97,Guaymas,55.2,4.225,H,II,Benthosema,,Otolith.length1,1.7,31.814,39.19218,,,,
1042,8,1997,1/21/97,Guaymas,55.6,4.6,H,II,Benthosema,,Otolith.length1,1.7,31.814,39.19218,,,,
1036,2,1997,1/21/97,Guaymas,53.1,4.075,H,II,Benthosema,,Otolith.length2,2.1,39.388,49.19674,,,,
1037,3,1997,1/21/97,Guaymas,52.7,4.675,H,II,Benthosema,,Otolith.length2,2.2,41.2815,51.69788,,,,
1039,5,1997,1/21/97,Guaymas,56,4.325,M,IV,Benthosema,,Otolith.length2,1.8,33.7075,41.69332,,,,
1040,6,1997,1/21/97,Guaymas,55,4.3,M,III,Benthosema,,Otolith.length2,2.2,41.2815,51.69788,,,,
1041,7,1997,1/21/97,Guaymas,55.2,4.225,H,II,Benthosema,,Otolith.length2,2.2,41.2815,51.69788,,,,
1042,8,1997,1/21/97,Guaymas,55.6,4.6,H,II,Benthosema,,Otolith.length2,1.7,31.814,39.19218,,,,
1036,2,1997,1/21/97,Guaymas,53.1,4.075,H,II,Benthosema,,Otolith.length3,1.6,29.9205,36.69104,,,,
1037,3,1997,1/21/97,Guaymas,52.7,4.675,H,II,Benthosema,,Otolith.length3,2.5,46.962,59.2013,,,,
1039,5,1997,1/21/97,Guaymas,56,4.325,M,IV,Benthosema,,Otolith.length3,1.8,33.7075,41.69332,,,,
1040,6,1997,1/21/97,Guaymas,55,4.3,M,III,Benthosema,,Otolith.length3,1.8,33.7075,41.69332,,,,
1041,7,1997,1/21/97,Guaymas,55.2,4.225,H,II,Benthosema,,Otolith.length3,2.1,39.388,49.19674,,,,
1042,8,1997,1/21/97,Guaymas,55.6,4.6,H,II,Benthosema,,Otolith.length3,1.9,35.601,44.19446,,,,
1036,2,1997,1/21/97,Guaymas,53.1,4.075,H,II,Benthosema,,Otolith.length4,1.8,33.7075,41.69332,,,,
1037,3,1997,1/21/97,Guaymas,52.7,4.675,H,II,Benthosema,,Otolith.length4,2.1,39.388,49.19674,,,,
1039,5,1997,1/21/97,Guaymas,56,4.325,M,IV,Benthosema,,Otolith.length4,1.9,35.601,44.19446,,,,
1040,6,1997,1/21/97,Guaymas,55,4.3,M,III,Benthosema,,Otolith.length4,2.2,41.2815,51.69788,,,,
1041,7,1997,1/21/97,Guaymas,55.2,4.225,H,II,Benthosema,,Otolith.length4,2.2,41.2815,51.69788,,,,
1042,8,1997,1/21/97,Guaymas,55.6,4.6,H,II,Benthosema,,Otolith.length4,1.9,35.601,44.19446,,,,
1036,2,1997,1/21/97,Guaymas,53.1,4.075,H,II,Benthosema,,Otolith.length5,2.2,41.2815,51.69788,,,,
1037,3,1997,1/21/97,Guaymas,52.7,4.675,H,II,Benthosema,,Otolith.length5,2.2,41.2815,51.69788,,,,
1039,5,1997,1/21/97,Guaymas,56,4.325,M,IV,Benthosema,,Otolith.length5,1.9,35.601,44.19446,,,,
1040,6,1997,1/21/97,Guaymas,55,4.3,M,III,Benthosema,,Otolith.length5,2.3,43.175,54.19902,,,,
1041,7,1997,1/21/97,Guaymas,55.2,4.225,H,II,Benthosema,,Otolith.length5,1.6,29.9205,36.69104,,,,
1042,8,1997,1/21/97,Guaymas,55.6,4.6,H,II,Benthosema,,Otolith.length5,2.1,39.388,49.19674,,,,
1036,2,1997,1/21/97,Guaymas,53.1,4.075,H,II,Benthosema,,Otolith.length6,2.1,39.388,49.19674,,,,
1037,3,1997,1/21/97,Guaymas,52.7,4.675,H,II,Benthosema,,Otolith.length6,2.2,41.2815,51.69788,,,,
1039,5,1997,1/21/97,Guaymas,56,4.325,M,IV,Benthosema,,Otolith.length6,2,37.4945,46.6956,,,,
1040,6,1997,1/21/97,Guaymas,55,4.3,M,III,Benthosema,,Otolith.length6,1.7,31.814,39.19218,,,,
1041,7,1997,1/21/97,Guaymas,55.2,4.225,H,II,Benthosema,,Otolith.length6,1.9,35.601,44.19446,,,,
1042,8,1997,1/21/97,Guaymas,55.6,4.6,H,II,Benthosema,,Otolith.length6,1.6,29.9205,36.69104,,,,
1036,2,1997,1/21/97,Guaymas,53.1,4.075,H,II,Benthosema,,Otolith.length7,1.9,35.601,44.19446,,,,
1037,3,1997,1/21/97,Guaymas,52.7,4.675,H,II,Benthosema,,Otolith.length7,2.8,52.6425,66.70472,,,,
1039,5,1997,1/21/97,Guaymas,56,4.325,M,IV,Benthosema,,Otolith.length7,2,37.4945,46.6956,,,,
1040,6,1997,1/21/97,Guaymas,55,4.3,M,III,Benthosema,,Otolith.length7,2.2,41.2815,51.69788,,,,
1041,7,1997,1/21/97,Guaymas,55.2,4.225,H,II,Benthosema,,Otolith.length7,1.5,28.027,34.1899,,,,
1042,8,1997,1/21/97,Guaymas,55.6,4.6,H,II,Benthosema,,Otolith.length7,1.9,35.601,44.19446,,,,
1036,2,1997,1/21/97,Guaymas,53.1,4.075,H,II,Benthosema,,Otolith.length8,1.7,31.814,39.19218,,,,
1037,3,1997,1/21/97,Guaymas,52.7,4.675,H,II,Benthosema,,Otolith.length8,1.8,33.7075,41.69332,,,,
1039,5,1997,1/21/97,Guaymas,56,4.325,M,IV,Benthosema,,Otolith.length8,2,37.4945,46.6956,,,,
1040,6,1997,1/21/97,Guaymas,55,4.3,M,III,Benthosema,,Otolith.length8,2.4,45.0685,56.70016,,,,
1041,7,1997,1/21/97,Guaymas,55.2,4.225,H,II,Benthosema,,Otolith.length8,1.8,33.7075,41.69332,,,,
1042,8,1997,1/21/97,Guaymas,55.6,4.6,H,II,Benthosema,,Otolith.length8,1.7,31.814,39.19218,,,,
1036,2,1997,1/21/97,Guaymas,53.1,4.075,H,II,Benthosema,,Otolith.length9,2.1,39.388,49.19674,,,,
1037,3,1997,1/21/97,Guaymas,52.7,4.675,H,II,Benthosema,,Otolith.length9,1.8,33.7075,41.69332,,,,
1040,6,1997,1/21/97,Guaymas,55,4.3,M,III,Benthosema,,Otolith.length9,2.2,41.2815,51.69788,,,,
1041,7,1997,1/21/97,Guaymas,55.2,4.225,H,II,Benthosema,,Otolith.length9,1.6,29.9205,36.69104,,,,
1042,8,1997,1/21/97,Guaymas,55.6,4.6,H,II,Benthosema,,Otolith.length9,2.2,41.2815,51.69788,,,,
1036,2,1997,1/21/97,Guaymas,53.1,4.075,H,II,Benthosema,,Otolith.length10,2.1,39.388,49.19674,,,,
1037,3,1997,1/21/97,Guaymas,52.7,4.675,H,II,Benthosema,,Otolith.length10,2.1,39.388,49.19674,,,,
1040,6,1997,1/21/97,Guaymas,55,4.3,M,III,Benthosema,,Otolith.length10,2,37.4945,46.6956,,,,
1041,7,1997,1/21/97,Guaymas,55.2,4.225,H,II,Benthosema,,Otolith.length10,2.1,39.388,49.19674,,,,
1042,8,1997,1/21/97,Guaymas,55.6,4.6,H,II,Benthosema,,Otolith.length10,2.2,41.2815,51.69788,,,,
1036,2,1997,1/21/97,Guaymas,53.1,4.075,H,II,Benthosema,,Otolith.length11,1.9,35.601,44.19446,,,,
1037,3,1997,1/21/97,Guaymas,52.7,4.675,H,II,Benthosema,,Otolith.length11,2.1,39.388,49.19674,,,,
1040,6,1997,1/21/97,Guaymas,55,4.3,M,III,Benthosema,,Otolith.length11,1.7,31.814,39.19218,,,,
1041,7,1997,1/21/97,Guaymas,55.2,4.225,H,II,Benthosema,,Otolith.length11,1.8,33.7075,41.69332,,,,
1042,8,1997,1/21/97,Guaymas,55.6,4.6,H,II,Benthosema,,Otolith.length11,2.1,39.388,49.19674,,,,
1037,3,1997,1/21/97,Guaymas,52.7,4.675,H,II,Benthosema,,Otolith.length12,2.3,43.175,54.19902,,,,
1040,6,1997,1/21/97,Guaymas,55,4.3,M,III,Benthosema,,Otolith.length12,1.9,35.601,44.19446,,,,
1041,7,1997,1/21/97,Guaymas,55.2,4.225,H,II,Benthosema,,Otolith.length12,1.8,33.7075,41.69332,,,,
1040,6,1997,1/21/97,Guaymas,55,4.3,M,III,Benthosema,,Otolith.length13,1.9,35.601,44.19446,,,,
1041,7,1997,1/21/97,Guaymas,55.2,4.225,H,II,Benthosema,,Otolith.length13,2,37.4945,46.6956,,,,
1040,6,1997,1/21/97,Guaymas,55,4.3,M,III,Benthosema,,Otolith.length14,1.8,33.7075,41.69332,,,,
1041,7,1997,1/21/97,Guaymas,55.2,4.225,H,II,Benthosema,,Otolith.length14,2.1,39.388,49.19674,,,,
1040,6,1997,1/21/97,Guaymas,55,4.3,M,III,Benthosema,,Otolith.length15,2.1,39.388,49.19674,,,,
1041,7,1997,1/21/97,Guaymas,55.2,4.225,H,II,Benthosema,,Otolith.length15,2,37.4945,46.6956,,,,
1040,6,1997,1/21/97,Guaymas,55,4.3,M,III,Benthosema,,Otolith.length16,2.1,39.388,49.19674,,,,
1041,7,1997,1/21/97,Guaymas,55.2,4.225,H,II,Benthosema,,Otolith.length16,2,37.4945,46.6956,,,,
1040,6,1997,1/21/97,Guaymas,55,4.3,M,III,Benthosema,,Otolith.length17,1.8,33.7075,41.69332,,,,
1041,7,1997,1/21/97,Guaymas,55.2,4.225,H,II,Benthosema,,Otolith.length17,1.8,33.7075,41.69332,,,,
1040,6,1997,1/21/97,Guaymas,55,4.3,M,III,Benthosema,,Otolith.length18,1.9,35.601,44.19446,,,,
1041,7,1997,1/21/97,Guaymas,55.2,4.225,H,II,Benthosema,,Otolith.length18,2,37.4945,46.6956,,,,
1040,6,1997,1/21/97,Guaymas,55,4.3,M,III,Benthosema,,Otolith.length19,1.9,35.601,44.19446,,,,
1040,6,1997,1/21/97,Guaymas,55,4.3,M,III,Benthosema,,Otolith.length20,1.9,35.601,44.19446,,,,
1040,6,1997,1/21/97,Guaymas,55,4.3,M,III,Benthosema,,Otolith.length21,1.9,35.601,44.19446,,,,
1040,6,1997,1/21/97,Guaymas,55,4.3,M,III,Benthosema,,Otolith.length22,2,37.4945,46.6956,,,,
653,4,1997,1/21/97,Guaymas,63.2,6.4,H,II,Triphoturus,,Otolith.length1,0.8,36.8621,46.58584,,,,
1046,18,1997,1/23/97,Guaymas,73.5,11.825,H,III,Benthosema,,Otolith.length1,2.2,41.2815,51.69788,,,,
1048,20,1997,1/23/97,Guaymas,71.6,11.55,H,III,Benthosema,,Otolith.length1,2,37.4945,46.6956,,,,
1050,22,1997,1/23/97,Guaymas,58.9,5.6,H,II,Benthosema,,Otolith.length1,1.6,29.9205,36.69104,,,,
1056,28,1997,1/23/97,Guaymas,75,11.35,M,V,Benthosema,,Otolith.length1,2.2,41.2815,51.69788,,,,
1057,29,1997,1/23/97,Guaymas,69.9,NA,M,V,Benthosema,,Otolith.length1,1.6,29.9205,36.69104,,,,
1058,30,1997,1/23/97,Guaymas,59.2,5.25,M,V,Benthosema,,Otolith.length1,2,37.4945,46.6956,,,,
1046,18,1997,1/23/97,Guaymas,73.5,11.825,H,III,Benthosema,,Otolith.length2,2.2,41.2815,51.69788,,,,
1048,20,1997,1/23/97,Guaymas,71.6,11.55,H,III,Benthosema,,Otolith.length2,2,37.4945,46.6956,,,,
1050,22,1997,1/23/97,Guaymas,58.9,5.6,H,II,Benthosema,,Otolith.length2,1.7,31.814,39.19218,,,,
1056,28,1997,1/23/97,Guaymas,75,11.35,M,V,Benthosema,,Otolith.length2,1.9,35.601,44.19446,,,,
1057,29,1997,1/23/97,Guaymas,69.9,NA,M,V,Benthosema,,Otolith.length2,1.8,33.7075,41.69332,,,,
1058,30,1997,1/23/97,Guaymas,59.2,5.25,M,V,Benthosema,,Otolith.length2,2,37.4945,46.6956,,,,
1046,18,1997,1/23/97,Guaymas,73.5,11.825,H,III,Benthosema,,Otolith.length3,2,37.4945,46.6956,,,,
1048,20,1997,1/23/97,Guaymas,71.6,11.55,H,III,Benthosema,,Otolith.length3,2.1,39.388,49.19674,,,,
1050,22,1997,1/23/97,Guaymas,58.9,5.6,H,II,Benthosema,,Otolith.length3,1.7,31.814,39.19218,,,,
1056,28,1997,1/23/97,Guaymas,75,11.35,M,V,Benthosema,,Otolith.length3,2,37.4945,46.6956,,,,
1057,29,1997,1/23/97,Guaymas,69.9,NA,M,V,Benthosema,,Otolith.length3,2.1,39.388,49.19674,,,,
1058,30,1997,1/23/97,Guaymas,59.2,5.25,M,V,Benthosema,,Otolith.length3,2,37.4945,46.6956,,,,
1046,18,1997,1/23/97,Guaymas,73.5,11.825,H,III,Benthosema,,Otolith.length4,2,37.4945,46.6956,,,,
1048,20,1997,1/23/97,Guaymas,71.6,11.55,H,III,Benthosema,,Otolith.length4,1.8,33.7075,41.69332,,,,
1050,22,1997,1/23/97,Guaymas,58.9,5.6,H,II,Benthosema,,Otolith.length4,1.7,31.814,39.19218,,,,
1056,28,1997,1/23/97,Guaymas,75,11.35,M,V,Benthosema,,Otolith.length4,1.8,33.7075,41.69332,,,,
1057,29,1997,1/23/97,Guaymas,69.9,NA,M,V,Benthosema,,Otolith.length4,2.2,41.2815,51.69788,,,,
1058,30,1997,1/23/97,Guaymas,59.2,5.25,M,V,Benthosema,,Otolith.length4,2.1,39.388,49.19674,,,,
1048,20,1997,1/23/97,Guaymas,71.6,11.55,H,III,Benthosema,,Otolith.length5,1.8,33.7075,41.69332,,,,
1050,22,1997,1/23/97,Guaymas,58.9,5.6,H,II,Benthosema,,Otolith.length5,1.8,33.7075,41.69332,,,,
1056,28,1997,1/23/97,Guaymas,75,11.35,M,V,Benthosema,,Otolith.length5,2.1,39.388,49.19674,,,,
1057,29,1997,1/23/97,Guaymas,69.9,NA,M,V,Benthosema,,Otolith.length5,2.3,43.175,54.19902,,,,
1058,30,1997,1/23/97,Guaymas,59.2,5.25,M,V,Benthosema,,Otolith.length5,2.2,41.2815,51.69788,,,,
1056,28,1997,1/23/97,Guaymas,75,11.35,M,V,Benthosema,,Otolith.length6,2,37.4945,46.6956,,,,
1057,29,1997,1/23/97,Guaymas,69.9,NA,M,V,Benthosema,,Otolith.length6,2.2,41.2815,51.69788,,,,
1058,30,1997,1/23/97,Guaymas,59.2,5.25,M,V,Benthosema,,Otolith.length6,2.2,41.2815,51.69788,,,,
1056,28,1997,1/23/97,Guaymas,75,11.35,M,V,Benthosema,,Otolith.length7,2.3,43.175,54.19902,,,,
1057,29,1997,1/23/97,Guaymas,69.9,NA,M,V,Benthosema,,Otolith.length7,2,37.4945,46.6956,,,,
1058,30,1997,1/23/97,Guaymas,59.2,5.25,M,V,Benthosema,,Otolith.length7,1.9,35.601,44.19446,,,,
1056,28,1997,1/23/97,Guaymas,75,11.35,M,V,Benthosema,,Otolith.length8,2.2,41.2815,51.69788,,,,
1057,29,1997,1/23/97,Guaymas,69.9,NA,M,V,Benthosema,,Otolith.length8,2,37.4945,46.6956,,,,
1058,30,1997,1/23/97,Guaymas,59.2,5.25,M,V,Benthosema,,Otolith.length8,1.9,35.601,44.19446,,,,
1056,28,1997,1/23/97,Guaymas,75,11.35,M,V,Benthosema,,Otolith.length9,1.7,31.814,39.19218,,,,
1057,29,1997,1/23/97,Guaymas,69.9,NA,M,V,Benthosema,,Otolith.length9,2,37.4945,46.6956,,,,
1058,30,1997,1/23/97,Guaymas,59.2,5.25,M,V,Benthosema,,Otolith.length9,2,37.4945,46.6956,,,,
1056,28,1997,1/23/97,Guaymas,75,11.35,M,V,Benthosema,,Otolith.length10,1.7,31.814,39.19218,,,,
1057,29,1997,1/23/97,Guaymas,69.9,NA,M,V,Benthosema,,Otolith.length10,1.9,35.601,44.19446,,,,
1058,30,1997,1/23/97,Guaymas,59.2,5.25,M,V,Benthosema,,Otolith.length10,2.4,45.0685,56.70016,,,,
1057,29,1997,1/23/97,Guaymas,69.9,NA,M,V,Benthosema,,Otolith.length11,2.2,41.2815,51.69788,,,,
1058,30,1997,1/23/97,Guaymas,59.2,5.25,M,V,Benthosema,,Otolith.length11,2.2,41.2815,51.69788,,,,
1058,30,1997,1/23/97,Guaymas,59.2,5.25,M,V,Benthosema,,Otolith.length12,2.1,39.388,49.19674,,,,
1058,30,1997,1/23/97,Guaymas,59.2,5.25,M,V,Benthosema,,Otolith.length13,2.1,39.388,49.19674,,,,
1058,30,1997,1/23/97,Guaymas,59.2,5.25,M,V,Benthosema,,Otolith.length14,1.7,31.814,39.19218,,,,
679,30,1997,1/23/97,Guaymas,59.2,5.25,M,V,Triphoturus,,Otolith.length1,1,42.5665,54.4742,,,,
682,33,1997,1/23/97,Guaymas,63.6,7.2,M,IV,Triphoturus,,Otolith.length1,1,42.5665,54.4742,,,,
678,29,1997,1/23/97,Guaymas,69.9,NA,M,V,Triphoturus,,Otolith.length1,0.9,39.7143,50.53002,,,,
675,26,1997,1/23/97,Guaymas,73,12.925,H,III,Triphoturus,,Otolith.length1,1,42.5665,54.4742,,,,
667,18,1997,1/23/97,Guaymas,73.5,11.825,H,III,Triphoturus,,Otolith.length1,0.9,39.7143,50.53002,,,,
676,27,1997,1/23/97,Guaymas,74.1,11.975,H,V,Triphoturus,,Otolith.length1,0.8,36.8621,46.58584,,,,
677,28,1997,1/23/97,Guaymas,75,11.35,M,V,Triphoturus,,Otolith.length1,0.8,36.8621,46.58584,,,,
